shipment_id,origin,destination,delay_days
SHP04002,Japan,Japan,21
SHP04003,Japan,Germany,9
SHP04004,Germany,China,13
SHP04005,Japan,Japan,20
SHP04006,Japan,Japan,7
SHP04007,USA,China,2
SHP04008,China,Japan,4
SHP04009,Japan,USA,3
SHP04010,USA,China,26
SHP04011,Germany,Japan,29
SHP04012,India,China,3
SHP04013,China,China,16
SHP04014,Japan,USA,12
SHP04015,Japan,Germany,26
SHP04016,Japan,USA,30
SHP04017,Germany,USA,16
SHP04018,USA,China,30
SHP04019,USA,Germany,11
SHP04020,USA,India,27
SHP04021,Germany,Japan,24
SHP04022,Germany,USA,16
SHP04023,Japan,USA,26
SHP04024,USA,Germany,18
SHP04025,China,Japan,15
SHP04026,Germany,India,10
SHP04027,Germany,China,12
SHP04028,Germany,India,4
SHP04029,China,Germany,13
SHP04030,Japan,Japan,30
SHP04031,Germany,China,23
SHP04032,USA,Japan,1
SHP04033,USA,India,25
SHP04034,China,Germany,26
SHP04035,Japan,China,0
SHP04036,Germany,Germany,22
SHP04037,USA,India,6
SHP04038,India,China,7
SHP04039,China,China,21
SHP04040,India,USA,9
SHP04041,Japan,Germany,6
SHP04042,China,China,6
SHP04043,India,USA,13
SHP04044,USA,Germany,11
SHP04045,Japan,India,12
SHP04046,China,India,24
SHP04047,USA,China,11
SHP04048,USA,Germany,22
SHP04049,Germany,Japan,11
SHP04050,Japan,Germany,15
SHP04051,Japan,Japan,27
SHP04052,India,Japan,5
SHP04053,USA,Japan,7
SHP04054,Germany,Germany,1
SHP04055,Japan,Japan,23
SHP04056,China,Japan,12
SHP04057,China,India,8
SHP04058,Japan,Japan,23
SHP04059,Germany,Japan,9
SHP04060,USA,USA,0
SHP04061,Germany,Germany,11
SHP04062,Japan,Germany,4
SHP04063,China,Japan,7
SHP04064,China,Japan,16
SHP04065,Japan,China,1
SHP04066,Japan,India,15
SHP04067,India,Japan,9
SHP04068,China,Japan,15
SHP04069,Japan,Japan,4
SHP04070,USA,China,30
SHP04071,China,China,25
SHP04072,China,China,11
SHP04073,USA,China,8
SHP04074,USA,China,12
SHP04075,China,Germany,20
SHP04076,China,India,2
SHP04077,India,Japan,7
SHP04078,India,China,26
SHP04079,China,USA,3
SHP04080,China,India,19
SHP04081,China,Japan,17
SHP04082,USA,Japan,22
SHP04083,USA,China,7
SHP04084,Japan,Japan,15
SHP04085,China,Japan,14
SHP04086,India,Germany,19
SHP04087,Japan,China,17
SHP04088,USA,Japan,22
SHP04089,Japan,USA,11
SHP04090,USA,Japan,13
SHP04091,Germany,Japan,17
SHP04092,Japan,India,21
SHP04093,India,India,30
SHP04094,China,Germany,4
SHP04095,USA,China,6
SHP04096,China,Germany,20
SHP04097,USA,Japan,12
SHP04098,Japan,China,29
SHP04099,USA,Germany,8
SHP04100,Germany,Japan,29
SHP04101,Japan,Japan,8
SHP04102,China,India,4
SHP04103,USA,Germany,21
SHP04104,USA,Germany,16
SHP04105,USA,India,10
SHP04106,Japan,India,30
SHP04107,Germany,China,23
SHP04108,USA,Japan,9
SHP04109,China,USA,7
SHP04110,Germany,China,16
SHP04111,Japan,USA,20
SHP04112,USA,USA,21
SHP04113,Japan,China,30
SHP04114,USA,USA,30
SHP04115,India,Germany,0
SHP04116,USA,India,21
SHP04117,China,USA,8
SHP04118,Japan,USA,27
SHP04119,Japan,India,7
SHP04120,China,USA,18
SHP04121,China,Germany,3
SHP04122,USA,Germany,8
SHP04123,Germany,China,3
SHP04124,Germany,China,7
SHP04125,China,Germany,22
SHP04126,India,China,20
SHP04127,USA,India,15
SHP04128,India,China,28
SHP04129,Japan,India,20
SHP04130,Germany,Germany,18
SHP04131,Japan,India,11
SHP04132,Germany,Japan,8
SHP04133,India,Germany,0
SHP04134,Germany,India,28
SHP04135,Germany,China,20
SHP04136,Germany,India,9
SHP04137,India,USA,4
SHP04138,USA,Germany,11
SHP04139,USA,India,9
SHP04140,China,Germany,14
SHP04141,Japan,India,25
SHP04142,China,USA,4
SHP04143,China,USA,29
SHP04144,India,India,3
SHP04145,India,USA,0
SHP04146,USA,China,19
SHP04147,Germany,Germany,29
SHP04148,Japan,USA,18
SHP04149,USA,USA,18
SHP04150,USA,China,29
SHP04151,USA,China,2
SHP04152,USA,India,11
SHP04153,Japan,China,20
SHP04154,China,China,1
SHP04155,Germany,Germany,13
SHP04156,Germany,India,5
SHP04157,China,Japan,17
SHP04158,India,India,7
SHP04159,India,USA,17
SHP04160,Germany,Japan,16
SHP04161,Japan,China,22
SHP04162,Germany,China,18
SHP04163,Germany,India,28
SHP04164,China,USA,24
SHP04165,India,Germany,20
SHP04166,USA,China,24
SHP04167,China,Japan,4
SHP04168,India,China,2
SHP04169,China,Japan,13
SHP04170,India,Germany,12
SHP04171,Germany,Germany,5
SHP04172,Japan,USA,21
SHP04173,Germany,Japan,11
SHP04174,China,China,4
SHP04175,China,Japan,21
SHP04176,India,India,29
SHP04177,Germany,USA,21
SHP04178,Japan,India,27
SHP04179,Japan,USA,27
SHP04180,USA,Germany,20
SHP04181,Germany,USA,28
SHP04182,Japan,Germany,20
SHP04183,Japan,USA,15
SHP04184,China,Japan,25
SHP04185,China,Germany,20
SHP04186,India,India,9
SHP04187,USA,India,11
SHP04188,USA,Germany,19
SHP04189,India,Germany,7
SHP04190,India,USA,24
SHP04191,USA,China,17
SHP04192,China,Germany,22
SHP04193,China,USA,16
SHP04194,China,Germany,7
SHP04195,China,Germany,21
SHP04196,USA,China,11
SHP04197,Germany,India,17
SHP04198,China,Germany,17
SHP04199,Japan,Germany,10
SHP04200,Germany,Japan,5
SHP04201,Japan,Germany,13
SHP04202,Japan,Germany,15
SHP04203,Germany,Japan,4
SHP04204,India,Japan,5
SHP04205,USA,Germany,21
SHP04206,USA,India,3
SHP04207,Germany,Japan,0
SHP04208,China,India,12
SHP04209,Japan,Japan,9
SHP04210,USA,India,21
SHP04211,China,Germany,30
SHP04212,USA,Germany,19
SHP04213,China,China,8
SHP04214,India,USA,14
SHP04215,Germany,China,17
SHP04216,India,Japan,23
SHP04217,USA,Germany,14
SHP04218,India,Germany,10
SHP04219,Germany,USA,21
SHP04220,China,India,18
SHP04221,Germany,China,22
SHP04222,Japan,USA,24
SHP04223,Japan,China,8
SHP04224,Japan,Germany,4
SHP04225,India,India,14
SHP04226,China,Germany,18
SHP04227,Japan,Germany,26
SHP04228,China,China,3
SHP04229,China,USA,28
SHP04230,India,India,21
SHP04231,Germany,Japan,19
SHP04232,China,Germany,23
SHP04233,USA,Germany,22
SHP04234,China,USA,12
SHP04235,China,USA,21
SHP04236,India,USA,12
SHP04237,Japan,USA,18
SHP04238,China,China,19
SHP04239,China,India,25
SHP04240,USA,Germany,2
SHP04241,India,India,25
SHP04242,China,USA,21
SHP04243,China,Japan,12
SHP04244,Japan,Japan,30
SHP04245,USA,Germany,24
SHP04246,Germany,China,12
SHP04247,India,Germany,30
SHP04248,India,China,27
SHP04249,Japan,India,29
SHP04250,China,Germany,11
SHP04251,India,India,1
SHP04252,USA,Germany,30
SHP04253,India,Japan,14
SHP04254,Japan,USA,18
SHP04255,India,India,22
SHP04256,Japan,China,0
SHP04257,China,Japan,18
SHP04258,India,India,13
SHP04259,India,India,25
SHP04260,Germany,China,28
SHP04261,Japan,USA,3
SHP04262,India,Germany,24
SHP04263,India,China,6
SHP04264,India,USA,2
SHP04265,India,India,28
SHP04266,USA,USA,11
SHP04267,Japan,Germany,23
SHP04268,China,China,5
SHP04269,Japan,India,17
SHP04270,China,India,5
SHP04271,China,China,7
SHP04272,India,India,25
SHP04273,USA,China,13
SHP04274,Japan,Japan,1
SHP04275,Japan,Japan,29
SHP04276,China,USA,7
SHP04277,USA,USA,26
SHP04278,Germany,Japan,13
SHP04279,USA,China,20
SHP04280,USA,Japan,20
SHP04281,China,Japan,22
SHP04282,China,China,6
SHP04283,India,USA,28
SHP04284,Germany,India,1
SHP04285,Japan,China,18
SHP04286,Germany,Japan,17
SHP04287,China,Japan,19
SHP04288,USA,India,24
SHP04289,USA,Germany,6
SHP04290,Japan,China,15
SHP04291,China,Japan,5
SHP04292,USA,China,3
SHP04293,Germany,India,7
SHP04294,China,USA,1
SHP04295,China,Germany,24
SHP04296,USA,Germany,7
SHP04297,India,USA,11
SHP04298,Japan,Japan,22
SHP04299,Germany,India,1
SHP04300,China,China,16
SHP04301,Japan,Germany,0
SHP04302,Germany,Germany,7
SHP04303,India,China,1
SHP04304,Japan,Japan,23
SHP04305,China,China,0
SHP04306,USA,Japan,6
SHP04307,India,India,21
SHP04308,Germany,Japan,10
SHP04309,China,China,28
SHP04310,China,USA,30
SHP04311,Germany,China,16
SHP04312,Japan,Japan,25
SHP04313,USA,India,22
SHP04314,Germany,USA,29
SHP04315,Japan,Germany,15
SHP04316,India,China,30
SHP04317,China,Japan,17
SHP04318,Germany,India,11
SHP04319,Japan,Germany,17
SHP04320,Germany,Japan,3
SHP04321,China,Japan,29
SHP04322,Japan,India,1
SHP04323,Japan,India,6
SHP04324,Japan,Germany,2
SHP04325,USA,India,24
SHP04326,Japan,Germany,21
SHP04327,USA,Germany,1
SHP04328,China,India,21
SHP04329,Japan,Germany,17
SHP04330,USA,Japan,13
SHP04331,Germany,USA,18
SHP04332,India,Germany,13
SHP04333,USA,China,13
SHP04334,Germany,Germany,24
SHP04335,Japan,China,21
SHP04336,China,Japan,18
SHP04337,China,India,3
SHP04338,India,Japan,28
SHP04339,Germany,USA,14
SHP04340,USA,Japan,21
SHP04341,India,Germany,14
SHP04342,USA,India,29
SHP04343,Germany,Japan,2
SHP04344,China,Japan,3
SHP04345,Japan,Germany,26
SHP04346,Germany,Japan,14
SHP04347,India,China,10
SHP04348,Germany,India,19
SHP04349,Germany,USA,11
SHP04350,USA,USA,1
SHP04351,USA,Germany,29
SHP04352,Germany,Japan,15
SHP04353,China,USA,0
SHP04354,Germany,Germany,21
SHP04355,USA,China,19
SHP04356,India,USA,19
SHP04357,USA,Germany,26
SHP04358,USA,USA,8
SHP04359,India,India,21
SHP04360,India,Germany,1
SHP04361,Japan,Japan,11
SHP04362,Germany,Germany,19
SHP04363,China,USA,10
SHP04364,USA,China,8
SHP04365,Germany,India,8
SHP04366,Japan,India,4
SHP04367,Germany,Japan,27
SHP04368,Japan,China,5
SHP04369,China,USA,15
SHP04370,Germany,China,7
SHP04371,Germany,Germany,0
SHP04372,Japan,Germany,5
SHP04373,Germany,India,11
SHP04374,India,Japan,6
SHP04375,India,China,16
SHP04376,India,Germany,3
SHP04377,Germany,Germany,26
SHP04378,Germany,Germany,8
SHP04379,China,USA,25
SHP04380,India,Japan,20
SHP04381,Japan,USA,4
SHP04382,USA,China,5
SHP04383,China,China,17
SHP04384,Japan,Japan,10
SHP04385,Germany,USA,30
SHP04386,Japan,USA,11
SHP04387,Japan,India,2
SHP04388,USA,India,3
SHP04389,China,USA,22
SHP04390,China,India,17
SHP04391,China,Germany,30
SHP04392,India,USA,25
SHP04393,Germany,Germany,3
SHP04394,USA,USA,1
SHP04395,India,Japan,7
SHP04396,India,India,13
SHP04397,Japan,Germany,15
SHP04398,Japan,China,15
SHP04399,Germany,China,15
SHP04400,China,USA,3
SHP04401,Japan,India,9
SHP04402,China,Germany,10
SHP04403,China,India,24
SHP04404,USA,China,5
SHP04405,USA,USA,11
SHP04406,Germany,Germany,0
SHP04407,USA,Germany,3
SHP04408,India,Germany,8
SHP04409,USA,Germany,7
SHP04410,India,USA,13
SHP04411,Japan,India,25
SHP04412,USA,Germany,15
SHP04413,USA,China,21
SHP04414,USA,Germany,2
SHP04415,China,Germany,8
SHP04416,USA,Germany,15
SHP04417,Japan,India,2
SHP04418,Germany,India,10
SHP04419,USA,India,7
SHP04420,China,Germany,19
SHP04421,USA,India,24
SHP04422,Germany,USA,30
SHP04423,Germany,Japan,15
SHP04424,Japan,China,20
SHP04425,USA,India,8
SHP04426,Japan,China,28
SHP04427,Japan,USA,14
SHP04428,USA,Germany,28
SHP04429,Japan,India,23
SHP04430,Germany,USA,25
SHP04431,USA,USA,26
SHP04432,China,Germany,3
SHP04433,USA,India,21
SHP04434,China,Japan,9
SHP04435,USA,Germany,13
SHP04436,Germany,China,7
SHP04437,India,India,16
SHP04438,India,Germany,23
SHP04439,Japan,USA,17
SHP04440,India,Japan,24
SHP04441,India,USA,23
SHP04442,Germany,India,2
SHP04443,Germany,China,13
SHP04444,Germany,Japan,23
SHP04445,China,India,10
SHP04446,Germany,Germany,8
SHP04447,China,Japan,10
SHP04448,China,India,27
SHP04449,India,China,27
SHP04450,Japan,Japan,28
SHP04451,Germany,Japan,15
SHP04452,Japan,China,0
SHP04453,Japan,USA,18
SHP04454,Japan,Germany,23
SHP04455,China,China,11
SHP04456,India,India,20
SHP04457,India,China,12
SHP04458,Japan,Germany,7
SHP04459,USA,Germany,3
SHP04460,Germany,Germany,23
SHP04461,Germany,Germany,10
SHP04462,USA,Germany,20
SHP04463,Japan,India,5
SHP04464,Japan,Germany,17
SHP04465,China,China,13
SHP04466,USA,USA,1
SHP04467,India,Germany,16
SHP04468,Germany,China,17
SHP04469,China,India,18
SHP04470,Germany,Germany,19
SHP04471,Japan,India,20
SHP04472,USA,Japan,9
SHP04473,Japan,China,1
SHP04474,Germany,Japan,25
SHP04475,Germany,Japan,5
SHP04476,USA,India,6
SHP04477,Germany,USA,14
SHP04478,China,USA,7
SHP04479,USA,USA,24
SHP04480,Japan,China,10
SHP04481,India,India,24
SHP04482,India,India,17
SHP04483,USA,India,19
SHP04484,India,China,15
SHP04485,India,China,26
SHP04486,Germany,Japan,3
SHP04487,India,Germany,23
SHP04488,Japan,India,10
SHP04489,USA,China,30
SHP04490,Germany,USA,16
SHP04491,India,USA,29
SHP04492,Germany,Japan,14
SHP04493,USA,Germany,18
SHP04494,Japan,China,29
SHP04495,Japan,Germany,25
SHP04496,India,India,18
SHP04497,China,Japan,19
SHP04498,Japan,China,17
SHP04499,Japan,USA,27
SHP04500,USA,Germany,13
SHP04501,Germany,Japan,11
SHP04502,India,India,6
SHP04503,India,Germany,24
SHP04504,China,China,14
SHP04505,China,India,26
SHP04506,USA,India,27
SHP04507,Japan,India,16
SHP04508,Japan,USA,28
SHP04509,Japan,Germany,3
SHP04510,India,Germany,1
SHP04511,Japan,India,10
SHP04512,Germany,India,8
SHP04513,USA,Japan,9
SHP04514,Japan,Japan,5
SHP04515,China,India,2
SHP04516,Japan,Japan,30
SHP04517,China,Japan,19
SHP04518,China,USA,8
SHP04519,China,China,9
SHP04520,Japan,India,24
SHP04521,China,China,7
SHP04522,China,China,23
SHP04523,USA,USA,22
SHP04524,India,Germany,20
SHP04525,India,China,6
SHP04526,China,USA,23
SHP04527,Germany,China,22
SHP04528,Germany,Japan,18
SHP04529,China,India,24
SHP04530,China,USA,24
SHP04531,China,Germany,4
SHP04532,USA,Germany,29
SHP04533,China,USA,22
SHP04534,Germany,Japan,17
SHP04535,Japan,Germany,17
SHP04536,Japan,Germany,13
SHP04537,USA,China,17
SHP04538,Japan,Germany,24
SHP04539,China,Germany,28
SHP04540,China,Germany,4
SHP04541,Japan,China,6
SHP04542,Japan,India,23
SHP04543,USA,India,12
SHP04544,Japan,Germany,15
SHP04545,USA,USA,7
SHP04546,China,USA,20
SHP04547,India,India,12
SHP04548,Germany,Germany,11
SHP04549,Japan,China,3
SHP04550,India,Japan,12
SHP04551,Japan,India,14
SHP04552,China,Germany,18
SHP04553,India,Japan,1
SHP04554,Japan,India,15
SHP04555,China,China,6
SHP04556,USA,China,0
SHP04557,India,India,1
SHP04558,Germany,Japan,16
SHP04559,USA,Germany,21
SHP04560,China,Japan,2
SHP04561,USA,India,21
SHP04562,USA,USA,26
SHP04563,Japan,Japan,4
SHP04564,India,Germany,3
SHP04565,China,India,10
SHP04566,Germany,China,0
SHP04567,China,Germany,11
SHP04568,USA,India,25
SHP04569,India,China,22
SHP04570,Germany,India,20
SHP04571,Japan,China,12
SHP04572,India,USA,9
SHP04573,USA,India,0
SHP04574,Japan,China,30
SHP04575,Germany,USA,10
SHP04576,India,Germany,5
SHP04577,USA,USA,18
SHP04578,Japan,India,25
SHP04579,USA,China,25
SHP04580,Germany,Japan,2
SHP04581,China,USA,9
SHP04582,China,India,16
SHP04583,Japan,USA,7
SHP04584,USA,Germany,24
SHP04585,Germany,Germany,4
SHP04586,China,China,11
SHP04587,Japan,Japan,27
SHP04588,India,China,5
SHP04589,China,China,20
SHP04590,India,USA,6
SHP04591,USA,Japan,9
SHP04592,India,China,17
SHP04593,USA,Japan,27
SHP04594,India,USA,30
SHP04595,Germany,Japan,15
SHP04596,Japan,India,12
SHP04597,Japan,Japan,19
SHP04598,USA,China,2
SHP04599,USA,Germany,11
SHP04600,USA,Japan,25
SHP04601,Japan,Japan,12
SHP04602,China,China,6
SHP04603,Japan,China,23
SHP04604,Germany,Germany,13
SHP04605,USA,China,21
SHP04606,India,China,28
SHP04607,India,India,17
SHP04608,India,Japan,30
SHP04609,Japan,Japan,23
SHP04610,Germany,Germany,27
SHP04611,Germany,USA,7
SHP04612,USA,Germany,12
SHP04613,Japan,India,12
SHP04614,Germany,China,27
SHP04615,India,Japan,13
SHP04616,Germany,Germany,25
SHP04617,Germany,Germany,24
SHP04618,India,China,29
SHP04619,China,India,15
SHP04620,China,Germany,2
SHP04621,Germany,India,3
SHP04622,India,Germany,22
SHP04623,Japan,India,11
SHP04624,India,Japan,30
SHP04625,Germany,China,29
SHP04626,Germany,India,24
SHP04627,Germany,USA,5
SHP04628,USA,China,13
SHP04629,USA,India,4
SHP04630,India,China,15
SHP04631,USA,Japan,22
SHP04632,China,USA,5
SHP04633,Germany,USA,27
SHP04634,USA,China,20
SHP04635,Germany,Japan,13
SHP04636,India,China,29
SHP04637,Japan,Germany,28
SHP04638,India,China,21
SHP04639,Japan,USA,19
SHP04640,China,USA,26
SHP04641,China,Germany,18
SHP04642,China,India,9
SHP04643,Germany,USA,14
SHP04644,China,USA,7
SHP04645,Japan,China,24
SHP04646,Japan,Japan,2
SHP04647,India,India,22
SHP04648,Japan,Germany,14
SHP04649,USA,China,17
SHP04650,USA,China,30
SHP04651,China,India,6
SHP04652,USA,China,21
SHP04653,China,China,22
SHP04654,Japan,USA,27
SHP04655,China,Japan,22
SHP04656,China,India,27
SHP04657,Japan,USA,14
SHP04658,Germany,USA,18
SHP04659,USA,Japan,29
SHP04660,Japan,USA,18
SHP04661,China,Japan,12
SHP04662,USA,Germany,10
SHP04663,China,India,29
SHP04664,USA,USA,9
SHP04665,Germany,Germany,29
SHP04666,Japan,Japan,20
SHP04667,China,Germany,5
SHP04668,Germany,Germany,17
SHP04669,Germany,USA,15
SHP04670,Germany,Germany,12
SHP04671,China,Germany,25
SHP04672,USA,India,28
SHP04673,India,USA,24
SHP04674,India,India,11
SHP04675,China,Japan,16
SHP04676,China,India,5
SHP04677,Germany,Japan,11
SHP04678,Japan,USA,4
SHP04679,India,China,28
SHP04680,China,India,1
SHP04681,Germany,Japan,0
SHP04682,India,Japan,0
SHP04683,India,Japan,6
SHP04684,Japan,USA,27
SHP04685,USA,Japan,30
SHP04686,Japan,Germany,22
SHP04687,Germany,USA,30
SHP04688,Germany,India,21
SHP04689,Japan,India,16
SHP04690,Germany,Germany,9
SHP04691,India,Germany,5
SHP04692,USA,Germany,23
SHP04693,USA,China,5
SHP04694,China,Germany,2
SHP04695,China,China,4
SHP04696,China,India,28
SHP04697,India,USA,5
SHP04698,Germany,Germany,3
SHP04699,Germany,USA,1
SHP04700,Germany,USA,17
SHP04701,USA,China,10
SHP04702,Japan,USA,7
SHP04703,USA,Japan,21
SHP04704,Japan,USA,12
SHP04705,USA,India,24
SHP04706,Japan,Japan,27
SHP04707,India,Japan,28
SHP04708,USA,Germany,16
SHP04709,Germany,USA,21
SHP04710,India,Japan,0
SHP04711,India,USA,7
SHP04712,USA,Germany,12
SHP04713,Germany,Japan,29
SHP04714,India,China,27
SHP04715,Japan,Germany,4
SHP04716,China,USA,22
SHP04717,Japan,China,13
SHP04718,India,USA,23
SHP04719,Japan,India,7
SHP04720,India,USA,10
SHP04721,Germany,China,17
SHP04722,China,Germany,27
SHP04723,Japan,USA,25
SHP04724,Japan,USA,26
SHP04725,China,Germany,3
SHP04726,India,USA,20
SHP04727,China,USA,10
SHP04728,USA,USA,3
SHP04729,India,China,11
SHP04730,India,India,26
SHP04731,Japan,Japan,24
SHP04732,India,China,4
SHP04733,India,Germany,30
SHP04734,USA,India,2
SHP04735,China,Japan,9
SHP04736,Japan,Germany,20
SHP04737,China,Japan,10
SHP04738,China,USA,5
SHP04739,USA,Germany,8
SHP04740,China,China,16
SHP04741,China,India,18
SHP04742,Japan,USA,28
SHP04743,Germany,USA,4
SHP04744,Germany,Japan,17
SHP04745,Japan,Germany,9
SHP04746,USA,Japan,22
SHP04747,Germany,Japan,4
SHP04748,Japan,USA,29
SHP04749,Japan,Germany,1
SHP04750,India,Germany,25
SHP04751,Germany,Japan,8
SHP04752,Japan,China,19
SHP04753,USA,India,0
SHP04754,Germany,Japan,14
SHP04755,USA,Germany,3
SHP04756,China,India,17
SHP04757,India,USA,18
SHP04758,India,Japan,5
SHP04759,China,China,4
SHP04760,Japan,Germany,21
SHP04761,Japan,USA,2
SHP04762,India,India,27
SHP04763,Germany,Japan,15
SHP04764,USA,India,3
SHP04765,USA,Japan,5
SHP04766,India,Germany,19
SHP04767,China,India,18
SHP04768,Germany,China,20
SHP04769,Germany,China,29
SHP04770,India,Germany,6
SHP04771,USA,Japan,3
SHP04772,China,Germany,30
SHP04773,China,China,22
SHP04774,USA,Japan,16
SHP04775,USA,USA,7
SHP04776,Japan,India,29
SHP04777,China,Japan,24
SHP04778,Germany,USA,22
SHP04779,USA,India,30
SHP04780,USA,India,30
SHP04781,Japan,Japan,9
SHP04782,Germany,Germany,19
SHP04783,China,China,24
SHP04784,India,USA,26
SHP04785,Germany,Germany,20
SHP04786,Germany,USA,11
SHP04787,Japan,Germany,29
SHP04788,Germany,Germany,6
SHP04789,USA,USA,23
SHP04790,China,Japan,7
SHP04791,India,Germany,17
SHP04792,Germany,China,11
SHP04793,USA,Germany,7
SHP04794,Japan,Germany,2
SHP04795,India,USA,29
SHP04796,Japan,China,16
SHP04797,USA,Japan,30
SHP04798,USA,Japan,18
SHP04799,India,USA,23
SHP04800,India,Germany,12
SHP04801,Germany,China,21
SHP04802,China,USA,14
SHP04803,Japan,Japan,2
SHP04804,Japan,Germany,20
SHP04805,India,Japan,17
SHP04806,USA,USA,20
SHP04807,USA,China,21
SHP04808,Germany,Germany,15
SHP04809,USA,Germany,4
SHP04810,China,USA,12
SHP04811,USA,USA,30
SHP04812,USA,China,10
SHP04813,India,Germany,8
SHP04814,USA,Japan,9
SHP04815,Japan,USA,2
SHP04816,Germany,Germany,1
SHP04817,USA,USA,8
SHP04818,USA,USA,27
SHP04819,Japan,India,6
SHP04820,Germany,Japan,2
SHP04821,USA,China,29
SHP04822,Japan,India,25
SHP04823,China,Japan,16
SHP04824,Japan,USA,25
SHP04825,China,Germany,24
SHP04826,Japan,China,20
SHP04827,Japan,India,26
SHP04828,Japan,India,16
SHP04829,Germany,China,9
SHP04830,Japan,India,9
SHP04831,Germany,India,23
SHP04832,Japan,China,3
SHP04833,Germany,India,7
SHP04834,India,India,20
SHP04835,India,Germany,0
SHP04836,USA,China,29
SHP04837,China,Japan,29
SHP04838,India,Germany,10
SHP04839,India,India,19
SHP04840,China,Japan,26
SHP04841,USA,Germany,8
SHP04842,Japan,India,23
SHP04843,India,India,6
SHP04844,USA,India,17
SHP04845,China,India,23
SHP04846,India,USA,8
SHP04847,Germany,China,17
SHP04848,Germany,Germany,15
SHP04849,USA,India,25
SHP04850,Germany,Germany,12
SHP04851,India,Germany,0
SHP04852,USA,USA,27
SHP04853,Japan,India,4
SHP04854,Japan,India,12
SHP04855,India,USA,1
SHP04856,USA,Japan,30
SHP04857,India,USA,13
SHP04858,China,Japan,11
SHP04859,USA,China,14
SHP04860,USA,Germany,23
SHP04861,Japan,India,29
SHP04862,India,India,1
SHP04863,USA,USA,10
SHP04864,China,Japan,23
SHP04865,Germany,Germany,18
SHP04866,Japan,USA,22
SHP04867,Germany,Germany,4
SHP04868,India,China,4
SHP04869,Germany,India,17
SHP04870,Germany,USA,13
SHP04871,USA,Germany,4
SHP04872,Japan,India,27
SHP04873,China,China,27
SHP04874,India,India,22
SHP04875,China,China,29
SHP04876,USA,China,3
SHP04877,Japan,USA,3
SHP04878,China,China,21
SHP04879,Japan,Germany,16
SHP04880,India,Germany,1
SHP04881,India,India,7
SHP04882,Germany,India,30
SHP04883,Japan,Japan,16
SHP04884,China,Japan,14
SHP04885,USA,Germany,27
SHP04886,India,China,18
SHP04887,USA,China,7
SHP04888,China,Germany,30
SHP04889,India,China,6
SHP04890,Japan,Germany,21
SHP04891,China,China,23
SHP04892,India,China,12
SHP04893,USA,China,3
SHP04894,India,China,27
SHP04895,China,China,12
SHP04896,India,USA,9
SHP04897,USA,Germany,13
SHP04898,China,China,29
SHP04899,India,India,25
SHP04900,Germany,USA,22
SHP04901,China,China,18
SHP04902,Japan,China,19
SHP04903,India,USA,2
SHP04904,India,China,26
SHP04905,India,Japan,25
SHP04906,Japan,Germany,27
SHP04907,USA,China,19
SHP04908,China,Japan,7
SHP04909,China,USA,27
SHP04910,Germany,USA,28
SHP04911,India,USA,30
SHP04912,Japan,USA,29
SHP04913,Japan,India,6
SHP04914,Germany,Japan,14
SHP04915,USA,India,16
SHP04916,China,Japan,27
SHP04917,Germany,Japan,22
SHP04918,China,Japan,8
SHP04919,Japan,China,8
SHP04920,India,India,5
SHP04921,Japan,Germany,26
SHP04922,India,Germany,9
SHP04923,Germany,India,26
SHP04924,India,Germany,28
SHP04925,India,Japan,17
SHP04926,USA,USA,9
SHP04927,China,Japan,19
SHP04928,Germany,USA,6
SHP04929,USA,USA,17
SHP04930,India,India,7
SHP04931,China,China,21
SHP04932,Japan,Germany,13
SHP04933,Japan,Japan,16
SHP04934,China,Japan,1
SHP04935,USA,China,14
SHP04936,China,Japan,11
SHP04937,USA,Japan,15
SHP04938,USA,China,16
SHP04939,India,Japan,26
SHP04940,China,Japan,27
SHP04941,Germany,USA,18
SHP04942,Germany,Germany,24
SHP04943,Japan,Japan,24
SHP04944,USA,Germany,20
SHP04945,Germany,Japan,28
SHP04946,China,India,13
SHP04947,Germany,China,8
SHP04948,India,India,7
SHP04949,USA,Germany,24
SHP04950,China,Japan,28
SHP04951,Japan,India,3
SHP04952,Germany,USA,6
SHP04953,China,Japan,16
SHP04954,Japan,India,19
SHP04955,Japan,Japan,11
SHP04956,Japan,India,15
SHP04957,China,China,18
SHP04958,Germany,Germany,2
SHP04959,India,Japan,10
SHP04960,China,India,6
SHP04961,USA,India,10
SHP04962,Japan,Germany,12
SHP04963,India,USA,13
SHP04964,Germany,USA,16
SHP04965,USA,India,25
SHP04966,China,Japan,20
SHP04967,USA,USA,28
SHP04968,Japan,USA,22
SHP04969,China,Japan,5
SHP04970,China,China,10
SHP04971,China,Japan,0
SHP04972,Germany,China,25
SHP04973,India,USA,1
SHP04974,USA,India,29
SHP04975,Japan,China,28
SHP04976,Germany,China,1
SHP04977,India,India,15
SHP04978,Germany,Japan,1
SHP04979,USA,China,2
SHP04980,China,Japan,1
SHP04981,Japan,Japan,18
SHP04982,India,USA,1
SHP04983,China,Germany,27
SHP04984,USA,Japan,23
SHP04985,India,China,24
SHP04986,Japan,USA,16
SHP04987,China,Japan,7
SHP04988,India,India,3
SHP04989,China,Japan,21
SHP04990,India,China,3
SHP04991,Japan,USA,28
SHP04992,China,Japan,26
SHP04993,Japan,Germany,30
SHP04994,USA,USA,13
SHP04995,China,Germany,25
SHP04996,China,Japan,18
SHP04997,China,USA,17
