event_id,event_type,severity,impact_score
DIS03212,Earthquake,Low,36
DIS03213,Cyber Attack,Medium,38
DIS03214,Earthquake,Medium,42
DIS03215,Port Closure,Medium,81
DIS03216,Earthquake,Low,32
DIS03217,Supplier Failure,High,60
DIS03218,Cyber Attack,Low,70
DIS03219,Supplier Failure,Medium,38
DIS03220,Supplier Failure,High,80
DIS03221,Cyber Attack,Low,29
DIS03222,Flood,High,83
DIS03223,Port Closure,High,29
DIS03224,Cyber Attack,Low,42
DIS03225,Flood,Low,90
DIS03226,Flood,High,84
DIS03227,Port Closure,Low,80
DIS03228,Flood,Medium,10
DIS03229,Supplier Failure,Low,43
DIS03230,Cyber Attack,Medium,90
DIS03231,Earthquake,Low,9
DIS03232,Flood,High,4
DIS03233,Earthquake,High,68
DIS03234,Flood,Medium,26
DIS03235,Port Closure,Medium,88
DIS03236,Cyber Attack,Low,34
DIS03237,Cyber Attack,High,57
DIS03238,Supplier Failure,Medium,15
DIS03239,Port Closure,Low,62
DIS03240,Port Closure,Low,98
DIS03241,Flood,High,73
DIS03242,Port Closure,High,43
DIS03243,Port Closure,Low,29
DIS03244,Earthquake,High,92
DIS03245,Cyber Attack,Medium,49
DIS03246,Flood,Medium,60
DIS03247,Port Closure,Medium,33
DIS03248,Earthquake,High,19
DIS03249,Port Closure,Low,9
DIS03250,Cyber Attack,High,23
DIS03251,Flood,Low,95
DIS03252,Earthquake,High,34
DIS03253,Port Closure,Low,42
DIS03254,Port Closure,Medium,74
DIS03255,Flood,Low,5
DIS03256,Port Closure,High,6
DIS03257,Flood,Low,79
DIS03258,Earthquake,Low,86
DIS03259,Port Closure,Medium,74
DIS03260,Supplier Failure,Low,46
DIS03261,Earthquake,Medium,57
DIS03262,Earthquake,Low,27
DIS03263,Port Closure,Low,30
DIS03264,Earthquake,Low,33
DIS03265,Earthquake,Medium,97
DIS03266,Supplier Failure,High,100
DIS03267,Port Closure,High,67
DIS03268,Earthquake,Medium,25
DIS03269,Cyber Attack,Medium,48
DIS03270,Supplier Failure,Low,36
DIS03271,Earthquake,Medium,7
DIS03272,Earthquake,Low,77
DIS03273,Flood,Medium,1
DIS03274,Supplier Failure,Low,13
DIS03275,Cyber Attack,Low,29
DIS03276,Supplier Failure,Medium,47
DIS03277,Supplier Failure,Medium,89
DIS03278,Supplier Failure,Low,36
DIS03279,Flood,Low,78
DIS03280,Port Closure,Low,89
DIS03281,Port Closure,Medium,13
DIS03282,Supplier Failure,High,39
DIS03283,Port Closure,Medium,50
DIS03284,Port Closure,Low,18
DIS03285,Cyber Attack,Low,23
DIS03286,Port Closure,Medium,17
DIS03287,Cyber Attack,Medium,59
DIS03288,Earthquake,Low,54
DIS03289,Earthquake,Medium,65
DIS03290,Flood,Low,3
DIS03291,Cyber Attack,Low,76
DIS03292,Port Closure,Medium,2
DIS03293,Cyber Attack,Low,29
DIS03294,Supplier Failure,Low,46
DIS03295,Flood,Low,83
DIS03296,Supplier Failure,Low,11
DIS03297,Port Closure,High,5
DIS03298,Port Closure,Low,27
DIS03299,Earthquake,Low,12
DIS03300,Cyber Attack,High,50
DIS03301,Port Closure,Medium,12
DIS03302,Cyber Attack,Medium,71
DIS03303,Supplier Failure,High,98
DIS03304,Port Closure,High,10
DIS03305,Earthquake,Medium,24
DIS03306,Supplier Failure,Low,52
DIS03307,Flood,High,37
DIS03308,Cyber Attack,Low,23
DIS03309,Port Closure,Medium,92
DIS03310,Flood,Medium,54
DIS03311,Earthquake,Medium,46
DIS03312,Flood,High,8
DIS03313,Flood,Low,7
DIS03314,Supplier Failure,Low,19
DIS03315,Earthquake,Medium,16
DIS03316,Supplier Failure,Medium,67
DIS03317,Port Closure,Medium,28
DIS03318,Supplier Failure,Medium,43
DIS03319,Flood,Low,38
DIS03320,Cyber Attack,Low,40
DIS03321,Supplier Failure,Low,27
DIS03322,Flood,Low,23
DIS03323,Port Closure,Low,29
DIS03324,Earthquake,Medium,23
DIS03325,Supplier Failure,Low,86
DIS03326,Cyber Attack,Low,97
DIS03327,Supplier Failure,Medium,76
DIS03328,Earthquake,Low,37
DIS03329,Cyber Attack,High,4
DIS03330,Port Closure,Medium,51
DIS03331,Earthquake,High,4
DIS03332,Cyber Attack,High,26
DIS03333,Flood,High,48
DIS03334,Earthquake,High,62
DIS03335,Flood,Medium,33
DIS03336,Earthquake,Low,20
DIS03337,Cyber Attack,Medium,65
DIS03338,Cyber Attack,Medium,3
DIS03339,Earthquake,High,52
DIS03340,Cyber Attack,Low,38
DIS03341,Supplier Failure,High,2
DIS03342,Port Closure,Low,8
DIS03343,Supplier Failure,Medium,71
DIS03344,Cyber Attack,High,86
DIS03345,Flood,Medium,34
DIS03346,Flood,Medium,57
DIS03347,Supplier Failure,High,86
DIS03348,Cyber Attack,High,63
DIS03349,Flood,High,28
DIS03350,Supplier Failure,Medium,87
DIS03351,Port Closure,Low,66
DIS03352,Flood,Low,65
DIS03353,Cyber Attack,High,4
DIS03354,Cyber Attack,High,89
DIS03355,Flood,High,64
DIS03356,Flood,High,96
DIS03357,Port Closure,High,50
DIS03358,Cyber Attack,Medium,5
DIS03359,Supplier Failure,Low,25
DIS03360,Supplier Failure,Low,76
DIS03361,Cyber Attack,Low,19
DIS03362,Port Closure,High,55
DIS03363,Cyber Attack,Medium,79
DIS03364,Supplier Failure,Low,87
DIS03365,Port Closure,High,96
DIS03366,Flood,Medium,64
DIS03367,Flood,Low,31
DIS03368,Port Closure,High,76
DIS03369,Supplier Failure,Medium,88
DIS03370,Supplier Failure,Medium,77
DIS03371,Flood,Low,72
DIS03372,Earthquake,Low,48
DIS03373,Earthquake,Medium,90
DIS03374,Earthquake,Medium,92
DIS03375,Cyber Attack,Low,30
DIS03376,Supplier Failure,High,32
DIS03377,Earthquake,Low,41
DIS03378,Cyber Attack,High,3
DIS03379,Earthquake,Low,92
DIS03380,Cyber Attack,High,60
DIS03381,Flood,Low,46
DIS03382,Earthquake,High,99
DIS03383,Earthquake,Low,86
DIS03384,Cyber Attack,High,87
DIS03385,Supplier Failure,Medium,91
DIS03386,Flood,High,7
DIS03387,Port Closure,High,79
DIS03388,Earthquake,Medium,66
DIS03389,Supplier Failure,Medium,97
DIS03390,Supplier Failure,Medium,97
DIS03391,Supplier Failure,Medium,2
DIS03392,Port Closure,Low,98
DIS03393,Earthquake,Medium,6
DIS03394,Cyber Attack,High,75
DIS03395,Flood,Medium,29
DIS03396,Port Closure,High,23
DIS03397,Cyber Attack,Medium,15
DIS03398,Flood,Low,89
DIS03399,Cyber Attack,Medium,74
DIS03400,Supplier Failure,Medium,70
DIS03401,Cyber Attack,Medium,89
DIS03402,Supplier Failure,Medium,36
DIS03403,Port Closure,Low,67
DIS03404,Earthquake,Low,73
DIS03405,Port Closure,Medium,69
DIS03406,Flood,High,28
DIS03407,Flood,Medium,41
DIS03408,Flood,Low,39
DIS03409,Cyber Attack,Low,31
DIS03410,Cyber Attack,High,66
DIS03411,Earthquake,High,2
DIS03412,Earthquake,Low,69
DIS03413,Supplier Failure,Low,47
DIS03414,Cyber Attack,Low,4
DIS03415,Supplier Failure,Medium,91
DIS03416,Supplier Failure,Low,75
DIS03417,Earthquake,Low,50
DIS03418,Supplier Failure,Low,84
DIS03419,Cyber Attack,Low,10
DIS03420,Port Closure,Medium,98
DIS03421,Port Closure,High,80
DIS03422,Supplier Failure,Medium,60
DIS03423,Earthquake,Medium,57
DIS03424,Cyber Attack,Medium,50
DIS03425,Earthquake,Low,100
DIS03426,Flood,High,5
DIS03427,Supplier Failure,Low,66
DIS03428,Port Closure,High,8
DIS03429,Port Closure,Medium,66
DIS03430,Port Closure,Medium,31
DIS03431,Supplier Failure,High,86
DIS03432,Port Closure,High,28
DIS03433,Cyber Attack,Medium,17
DIS03434,Port Closure,High,25
DIS03435,Flood,High,87
DIS03436,Earthquake,Medium,21
DIS03437,Cyber Attack,Low,40
DIS03438,Earthquake,Medium,47
DIS03439,Flood,Low,57
DIS03440,Port Closure,Low,35
DIS03441,Flood,Medium,97
DIS03442,Port Closure,Medium,46
DIS03443,Cyber Attack,Low,66
DIS03444,Flood,High,12
DIS03445,Port Closure,High,79
DIS03446,Port Closure,Medium,63
DIS03447,Earthquake,Medium,54
DIS03448,Supplier Failure,High,15
DIS03449,Earthquake,Low,78
DIS03450,Earthquake,Medium,53
DIS03451,Flood,High,71
DIS03452,Cyber Attack,High,53
DIS03453,Earthquake,Medium,96
DIS03454,Flood,High,96
DIS03455,Flood,High,35
DIS03456,Cyber Attack,Low,62
DIS03457,Cyber Attack,Low,86
DIS03458,Cyber Attack,Low,96
DIS03459,Cyber Attack,High,98
DIS03460,Port Closure,Low,73
DIS03461,Port Closure,High,99
DIS03462,Earthquake,Medium,85
DIS03463,Cyber Attack,Medium,60
DIS03464,Supplier Failure,High,24
DIS03465,Earthquake,High,77
DIS03466,Cyber Attack,High,12
DIS03467,Flood,Low,32
DIS03468,Cyber Attack,Low,19
DIS03469,Flood,Low,20
DIS03470,Earthquake,High,99
DIS03471,Flood,High,6
DIS03472,Cyber Attack,High,32
DIS03473,Port Closure,Medium,3
DIS03474,Flood,Medium,64
DIS03475,Flood,Low,31
DIS03476,Cyber Attack,Low,28
DIS03477,Earthquake,High,1
DIS03478,Port Closure,Medium,99
DIS03479,Earthquake,High,18
DIS03480,Flood,High,18
DIS03481,Supplier Failure,High,10
DIS03482,Flood,High,58
DIS03483,Port Closure,High,52
DIS03484,Flood,High,83
DIS03485,Earthquake,Low,25
DIS03486,Supplier Failure,Low,98
DIS03487,Supplier Failure,Low,73
DIS03488,Earthquake,Low,12
DIS03489,Port Closure,Medium,54
DIS03490,Cyber Attack,Medium,74
DIS03491,Cyber Attack,Medium,46
DIS03492,Supplier Failure,Low,37
DIS03493,Cyber Attack,Low,80
DIS03494,Flood,High,90
DIS03495,Flood,High,98
DIS03496,Supplier Failure,High,100
DIS03497,Port Closure,Low,69
DIS03498,Port Closure,Medium,69
DIS03499,Port Closure,High,40
DIS03500,Cyber Attack,Medium,61
DIS03501,Flood,High,71
DIS03502,Port Closure,Low,5
DIS03503,Flood,Low,4
DIS03504,Port Closure,Low,90
DIS03505,Cyber Attack,Medium,90
DIS03506,Earthquake,Low,93
DIS03507,Port Closure,Medium,42
DIS03508,Flood,Medium,73
DIS03509,Cyber Attack,High,69
DIS03510,Flood,High,59
DIS03511,Supplier Failure,Low,28
DIS03512,Flood,Low,71
DIS03513,Flood,High,99
DIS03514,Cyber Attack,Low,45
DIS03515,Flood,Medium,1
DIS03516,Cyber Attack,High,40
DIS03517,Supplier Failure,Low,13
DIS03518,Earthquake,Medium,37
DIS03519,Port Closure,Medium,3
DIS03520,Flood,Medium,21
DIS03521,Flood,Medium,51
DIS03522,Earthquake,Low,55
DIS03523,Earthquake,High,55
DIS03524,Port Closure,High,8
DIS03525,Supplier Failure,High,29
DIS03526,Supplier Failure,High,74
DIS03527,Flood,Medium,56
DIS03528,Cyber Attack,High,75
DIS03529,Supplier Failure,Low,54
DIS03530,Port Closure,Low,13
DIS03531,Port Closure,Low,10
DIS03532,Supplier Failure,Low,71
DIS03533,Supplier Failure,High,85
DIS03534,Port Closure,Low,95
DIS03535,Flood,Medium,42
DIS03536,Earthquake,Low,77
DIS03537,Supplier Failure,Low,4
DIS03538,Cyber Attack,Low,43
DIS03539,Port Closure,Medium,78
DIS03540,Cyber Attack,High,27
DIS03541,Earthquake,High,52
DIS03542,Supplier Failure,Low,81
DIS03543,Earthquake,Low,66
DIS03544,Port Closure,High,8
DIS03545,Port Closure,High,13
DIS03546,Supplier Failure,High,36
DIS03547,Port Closure,Medium,57
DIS03548,Supplier Failure,High,98
DIS03549,Cyber Attack,High,90
DIS03550,Earthquake,Low,72
DIS03551,Port Closure,Medium,21
DIS03552,Earthquake,Low,23
DIS03553,Cyber Attack,Medium,79
DIS03554,Cyber Attack,High,63
DIS03555,Cyber Attack,High,6
DIS03556,Earthquake,Low,73
DIS03557,Port Closure,Low,75
DIS03558,Earthquake,Low,70
DIS03559,Port Closure,Medium,71
DIS03560,Flood,Low,59
DIS03561,Flood,High,95
DIS03562,Earthquake,High,93
DIS03563,Cyber Attack,Low,35
DIS03564,Flood,Low,7
DIS03565,Flood,Low,56
DIS03566,Port Closure,Medium,93
DIS03567,Earthquake,Medium,13
DIS03568,Earthquake,Low,34
DIS03569,Flood,Medium,39
DIS03570,Supplier Failure,Low,19
DIS03571,Cyber Attack,Low,87
DIS03572,Flood,Medium,29
DIS03573,Port Closure,Medium,5
DIS03574,Flood,Low,81
DIS03575,Earthquake,High,52
DIS03576,Flood,Low,35
DIS03577,Cyber Attack,High,20
DIS03578,Flood,Low,51
DIS03579,Port Closure,Medium,40
DIS03580,Cyber Attack,High,89
DIS03581,Flood,Low,53
DIS03582,Supplier Failure,Medium,42
DIS03583,Cyber Attack,Medium,95
DIS03584,Cyber Attack,Medium,20
DIS03585,Cyber Attack,Low,1
DIS03586,Flood,High,29
DIS03587,Flood,High,53
DIS03588,Cyber Attack,Low,70
DIS03589,Flood,High,18
DIS03590,Earthquake,High,92
DIS03591,Cyber Attack,Medium,26
DIS03592,Cyber Attack,High,5
DIS03593,Cyber Attack,Medium,42
DIS03594,Port Closure,High,46
DIS03595,Port Closure,Low,71
DIS03596,Earthquake,Low,49
DIS03597,Earthquake,Medium,48
DIS03598,Supplier Failure,High,41
DIS03599,Port Closure,High,26
DIS03600,Cyber Attack,Medium,36
DIS03601,Flood,Medium,47
DIS03602,Port Closure,High,41
DIS03603,Earthquake,High,2
DIS03604,Supplier Failure,High,11
DIS03605,Cyber Attack,Low,80
DIS03606,Earthquake,Low,91
DIS03607,Port Closure,Low,49
DIS03608,Flood,Low,18
DIS03609,Supplier Failure,Medium,98
DIS03610,Flood,High,13
DIS03611,Earthquake,Medium,36
DIS03612,Port Closure,Low,13
DIS03613,Port Closure,Low,25
DIS03614,Supplier Failure,Low,33
DIS03615,Port Closure,Low,30
DIS03616,Earthquake,High,53
DIS03617,Supplier Failure,Medium,1
DIS03618,Earthquake,Low,48
DIS03619,Supplier Failure,Low,99
DIS03620,Cyber Attack,Medium,27
DIS03621,Cyber Attack,Low,46
DIS03622,Flood,Medium,73
DIS03623,Port Closure,High,38
DIS03624,Earthquake,Medium,70
DIS03625,Supplier Failure,Low,62
DIS03626,Port Closure,High,61
DIS03627,Supplier Failure,Medium,67
DIS03628,Port Closure,High,96
DIS03629,Port Closure,Medium,42
DIS03630,Supplier Failure,Low,67
DIS03631,Port Closure,Medium,37
DIS03632,Earthquake,High,38
DIS03633,Port Closure,Medium,52
DIS03634,Port Closure,Low,27
DIS03635,Supplier Failure,High,24
DIS03636,Supplier Failure,Medium,7
DIS03637,Supplier Failure,High,80
DIS03638,Port Closure,Low,93
DIS03639,Flood,Low,51
DIS03640,Earthquake,Medium,49
DIS03641,Cyber Attack,Medium,33
DIS03642,Earthquake,Low,55
DIS03643,Port Closure,Low,89
DIS03644,Earthquake,Medium,41
DIS03645,Supplier Failure,High,68
DIS03646,Cyber Attack,High,97
DIS03647,Flood,High,98
DIS03648,Cyber Attack,Medium,90
DIS03649,Supplier Failure,Low,86
DIS03650,Flood,Medium,61
DIS03651,Supplier Failure,High,81
DIS03652,Earthquake,Low,49
DIS03653,Supplier Failure,High,7
DIS03654,Earthquake,Medium,95
DIS03655,Cyber Attack,High,26
DIS03656,Supplier Failure,Medium,89
DIS03657,Port Closure,Low,8
DIS03658,Port Closure,Low,2
DIS03659,Flood,High,75
DIS03660,Supplier Failure,Medium,67
DIS03661,Port Closure,Low,63
DIS03662,Supplier Failure,Medium,17
DIS03663,Cyber Attack,High,94
DIS03664,Supplier Failure,High,44
DIS03665,Earthquake,High,15
DIS03666,Cyber Attack,Medium,78
DIS03667,Flood,Medium,29
DIS03668,Flood,Medium,90
DIS03669,Cyber Attack,High,77
DIS03670,Earthquake,Low,35
DIS03671,Flood,Low,95
DIS03672,Port Closure,Medium,79
DIS03673,Supplier Failure,Low,94
DIS03674,Cyber Attack,Medium,56
DIS03675,Supplier Failure,Medium,53
DIS03676,Flood,Low,100
DIS03677,Flood,Low,7
DIS03678,Cyber Attack,High,30
DIS03679,Supplier Failure,Medium,77
DIS03680,Port Closure,Medium,13
DIS03681,Port Closure,High,46
DIS03682,Cyber Attack,High,69
DIS03683,Supplier Failure,Low,38
DIS03684,Cyber Attack,Medium,9
DIS03685,Cyber Attack,Medium,99
DIS03686,Earthquake,High,20
DIS03687,Supplier Failure,Low,7
DIS03688,Flood,Low,3
DIS03689,Flood,Medium,29
DIS03690,Earthquake,Low,8
DIS03691,Earthquake,Low,51
DIS03692,Flood,Medium,82
DIS03693,Cyber Attack,High,55
DIS03694,Earthquake,Low,7
DIS03695,Supplier Failure,Low,88
DIS03696,Cyber Attack,Low,11
DIS03697,Cyber Attack,High,20
DIS03698,Flood,High,59
DIS03699,Port Closure,Medium,10
DIS03700,Port Closure,Low,50
DIS03701,Earthquake,Low,93
DIS03702,Port Closure,High,79
DIS03703,Port Closure,High,70
DIS03704,Flood,Medium,99
DIS03705,Earthquake,Medium,5
DIS03706,Port Closure,High,59
DIS03707,Flood,Medium,51
DIS03708,Port Closure,High,25
DIS03709,Flood,Medium,88
DIS03710,Supplier Failure,High,92
DIS03711,Supplier Failure,Low,40
DIS03712,Earthquake,Medium,15
DIS03713,Supplier Failure,Low,79
DIS03714,Earthquake,Medium,73
DIS03715,Supplier Failure,Low,65
DIS03716,Earthquake,High,88
DIS03717,Flood,High,66
DIS03718,Flood,Medium,6
DIS03719,Port Closure,Low,79
DIS03720,Earthquake,High,37
DIS03721,Cyber Attack,High,82
DIS03722,Flood,High,55
DIS03723,Cyber Attack,High,65
DIS03724,Flood,Low,27
DIS03725,Port Closure,Medium,99
DIS03726,Cyber Attack,Medium,31
DIS03727,Flood,Low,84
DIS03728,Cyber Attack,Low,42
DIS03729,Port Closure,Medium,62
DIS03730,Cyber Attack,Medium,81
DIS03731,Flood,Medium,31
DIS03732,Cyber Attack,High,62
DIS03733,Flood,Low,23
DIS03734,Earthquake,High,60
DIS03735,Flood,High,8
DIS03736,Supplier Failure,Medium,26
DIS03737,Earthquake,Medium,38
DIS03738,Port Closure,High,53
DIS03739,Supplier Failure,Medium,96
DIS03740,Cyber Attack,Medium,77
DIS03741,Flood,High,87
DIS03742,Cyber Attack,Medium,100
DIS03743,Earthquake,High,54
DIS03744,Flood,High,61
DIS03745,Port Closure,High,37
DIS03746,Port Closure,Low,31
DIS03747,Supplier Failure,Medium,94
DIS03748,Earthquake,High,34
DIS03749,Flood,Medium,97
DIS03750,Supplier Failure,Medium,3
DIS03751,Cyber Attack,High,6
DIS03752,Cyber Attack,Low,72
DIS03753,Earthquake,High,77
DIS03754,Supplier Failure,Low,32
DIS03755,Flood,High,72
DIS03756,Flood,Low,11
DIS03757,Port Closure,High,67
DIS03758,Flood,Low,51
DIS03759,Earthquake,Low,2
DIS03760,Cyber Attack,Medium,89
DIS03761,Supplier Failure,High,50
DIS03762,Flood,Low,3
DIS03763,Earthquake,Low,7
DIS03764,Flood,Medium,44
DIS03765,Flood,Low,38
DIS03766,Flood,Medium,27
DIS03767,Earthquake,High,91
DIS03768,Flood,High,89
DIS03769,Earthquake,Medium,90
DIS03770,Earthquake,Low,59
DIS03771,Port Closure,Medium,72
DIS03772,Flood,Low,45
DIS03773,Supplier Failure,Medium,70
DIS03774,Flood,Low,81
DIS03775,Flood,High,7
DIS03776,Supplier Failure,High,66
DIS03777,Port Closure,Low,5
DIS03778,Flood,Medium,95
DIS03779,Supplier Failure,Medium,44
DIS03780,Earthquake,Low,41
DIS03781,Flood,Low,4
DIS03782,Flood,Low,32
DIS03783,Earthquake,Low,5
DIS03784,Cyber Attack,Medium,82
DIS03785,Flood,Low,15
DIS03786,Port Closure,Low,9
DIS03787,Port Closure,Low,13
DIS03788,Port Closure,Medium,9
DIS03789,Flood,High,33
DIS03790,Port Closure,Medium,83
DIS03791,Cyber Attack,Medium,61
DIS03792,Flood,High,63
DIS03793,Flood,Medium,36
DIS03794,Supplier Failure,Medium,59
DIS03795,Earthquake,Medium,7
DIS03796,Earthquake,High,51
DIS03797,Port Closure,Medium,67
DIS03798,Earthquake,High,47
DIS03799,Port Closure,Medium,46
DIS03800,Port Closure,Medium,38
DIS03801,Earthquake,High,51
DIS03802,Supplier Failure,Medium,31
DIS03803,Earthquake,Medium,39
DIS03804,Cyber Attack,Medium,25
DIS03805,Earthquake,Medium,64
DIS03806,Flood,Low,3
DIS03807,Supplier Failure,Low,10
DIS03808,Cyber Attack,High,53
DIS03809,Cyber Attack,High,41
DIS03810,Supplier Failure,Medium,11
DIS03811,Cyber Attack,Low,61
DIS03812,Cyber Attack,Medium,8
DIS03813,Earthquake,Low,21
DIS03814,Flood,Low,57
DIS03815,Port Closure,Medium,100
DIS03816,Cyber Attack,Low,24
DIS03817,Flood,High,78
DIS03818,Cyber Attack,Low,55
DIS03819,Port Closure,Low,5
DIS03820,Earthquake,High,73
DIS03821,Earthquake,Medium,55
DIS03822,Earthquake,High,30
DIS03823,Earthquake,Low,9
DIS03824,Supplier Failure,Medium,23
DIS03825,Earthquake,Low,54
DIS03826,Flood,Low,68
DIS03827,Port Closure,High,58
DIS03828,Cyber Attack,Low,39
DIS03829,Earthquake,Low,81
DIS03830,Supplier Failure,High,15
DIS03831,Cyber Attack,Low,66
DIS03832,Flood,Low,62
DIS03833,Flood,Low,3
DIS03834,Port Closure,Low,2
DIS03835,Port Closure,Low,88
DIS03836,Supplier Failure,Low,17
DIS03837,Cyber Attack,High,69
DIS03838,Supplier Failure,High,35
DIS03839,Flood,Medium,44
DIS03840,Supplier Failure,Medium,24
DIS03841,Cyber Attack,Medium,49
DIS03842,Flood,High,59
DIS03843,Flood,High,34
DIS03844,Port Closure,High,35
DIS03845,Cyber Attack,Medium,46
DIS03846,Port Closure,High,17
DIS03847,Earthquake,Low,66
DIS03848,Cyber Attack,High,68
DIS03849,Flood,Medium,26
DIS03850,Flood,Medium,71
DIS03851,Cyber Attack,Medium,43
DIS03852,Earthquake,Medium,82
DIS03853,Port Closure,Medium,41
DIS03854,Supplier Failure,High,3
DIS03855,Cyber Attack,High,90
DIS03856,Flood,High,73
DIS03857,Earthquake,Medium,21
DIS03858,Earthquake,High,99
DIS03859,Port Closure,Low,42
DIS03860,Earthquake,Medium,43
DIS03861,Earthquake,Medium,10
DIS03862,Supplier Failure,High,34
DIS03863,Flood,Medium,26
DIS03864,Port Closure,Medium,27
DIS03865,Supplier Failure,High,64
DIS03866,Cyber Attack,Medium,59
DIS03867,Cyber Attack,Low,52
DIS03868,Cyber Attack,Low,52
DIS03869,Cyber Attack,High,43
DIS03870,Cyber Attack,High,79
DIS03871,Flood,High,92
DIS03872,Earthquake,Low,49
DIS03873,Supplier Failure,Low,71
DIS03874,Port Closure,Medium,44
DIS03875,Cyber Attack,Medium,31
DIS03876,Earthquake,Medium,54
DIS03877,Cyber Attack,Medium,46
DIS03878,Port Closure,High,43
DIS03879,Cyber Attack,High,81
DIS03880,Cyber Attack,High,7
DIS03881,Earthquake,High,81
DIS03882,Cyber Attack,Medium,56
DIS03883,Port Closure,Low,54
DIS03884,Earthquake,Medium,56
DIS03885,Cyber Attack,High,100
DIS03886,Earthquake,High,46
DIS03887,Port Closure,Low,80
DIS03888,Cyber Attack,High,84
DIS03889,Flood,High,86
DIS03890,Port Closure,High,80
DIS03891,Flood,Medium,34
DIS03892,Port Closure,Low,81
DIS03893,Port Closure,Medium,14
DIS03894,Flood,High,8
DIS03895,Cyber Attack,Low,67
DIS03896,Flood,High,79
DIS03897,Flood,High,93
DIS03898,Supplier Failure,Low,11
DIS03899,Earthquake,Low,45
DIS03900,Earthquake,High,98
DIS03901,Earthquake,High,50
DIS03902,Cyber Attack,High,38
DIS03903,Flood,Medium,29
DIS03904,Cyber Attack,High,53
DIS03905,Port Closure,High,52
DIS03906,Cyber Attack,Medium,24
DIS03907,Port Closure,High,34
DIS03908,Supplier Failure,High,88
DIS03909,Port Closure,High,48
DIS03910,Port Closure,Medium,57
DIS03911,Flood,Low,41
DIS03912,Supplier Failure,Medium,5
DIS03913,Earthquake,Low,40
DIS03914,Cyber Attack,Low,72
DIS03915,Flood,Medium,69
DIS03916,Cyber Attack,Low,87
DIS03917,Port Closure,High,28
DIS03918,Port Closure,Low,75
DIS03919,Cyber Attack,Low,52
DIS03920,Port Closure,Low,63
DIS03921,Port Closure,Low,85
DIS03922,Supplier Failure,Low,10
DIS03923,Supplier Failure,High,23
DIS03924,Supplier Failure,Medium,30
DIS03925,Cyber Attack,Medium,55
DIS03926,Cyber Attack,Medium,97
DIS03927,Earthquake,High,1
DIS03928,Port Closure,High,92
DIS03929,Earthquake,Low,61
DIS03930,Cyber Attack,Medium,51
DIS03931,Port Closure,High,3
DIS03932,Flood,High,50
DIS03933,Supplier Failure,Medium,97
DIS03934,Port Closure,High,94
DIS03935,Flood,Low,30
DIS03936,Port Closure,Low,25
DIS03937,Supplier Failure,High,34
DIS03938,Port Closure,Medium,97
DIS03939,Flood,High,49
DIS03940,Flood,High,56
DIS03941,Cyber Attack,Low,4
DIS03942,Supplier Failure,Low,12
DIS03943,Supplier Failure,Medium,96
DIS03944,Cyber Attack,Low,6
DIS03945,Earthquake,Medium,63
DIS03946,Supplier Failure,Medium,86
DIS03947,Cyber Attack,Medium,3
DIS03948,Earthquake,High,53
DIS03949,Earthquake,High,95
DIS03950,Earthquake,Medium,27
DIS03951,Port Closure,Medium,98
DIS03952,Supplier Failure,High,12
DIS03953,Supplier Failure,High,83
DIS03954,Earthquake,Medium,77
DIS03955,Port Closure,High,68
DIS03956,Flood,Medium,42
DIS03957,Supplier Failure,Low,83
DIS03958,Earthquake,High,91
DIS03959,Port Closure,High,13
DIS03960,Supplier Failure,High,31
DIS03961,Supplier Failure,High,23
DIS03962,Flood,High,46
DIS03963,Flood,Low,73
DIS03964,Flood,Medium,8
DIS03965,Flood,Low,1
DIS03966,Port Closure,High,20
DIS03967,Flood,Medium,30
DIS03968,Cyber Attack,Medium,1
DIS03969,Flood,Medium,31
DIS03970,Supplier Failure,Low,96
DIS03971,Port Closure,High,88
DIS03972,Earthquake,High,65
DIS03973,Cyber Attack,Medium,1
DIS03974,Earthquake,Medium,50
DIS03975,Earthquake,High,100
DIS03976,Supplier Failure,Medium,68
DIS03977,Earthquake,Medium,90
DIS03978,Port Closure,High,3
DIS03979,Supplier Failure,Medium,83
DIS03980,Flood,Medium,92
DIS03981,Flood,Low,70
DIS03982,Earthquake,Low,24
DIS03983,Earthquake,High,91
DIS03984,Supplier Failure,High,31
DIS03985,Flood,Low,94
DIS03986,Earthquake,High,43
DIS03987,Earthquake,High,14
DIS03988,Port Closure,Low,76
DIS03989,Port Closure,Medium,48
DIS03990,Cyber Attack,Low,65
DIS03991,Supplier Failure,Medium,25
DIS03992,Supplier Failure,High,60
DIS03993,Flood,Low,68
DIS03994,Port Closure,Medium,44
DIS03995,Supplier Failure,Medium,28
DIS03996,Supplier Failure,High,71
DIS03997,Supplier Failure,Medium,48
DIS03998,Cyber Attack,High,54
DIS03999,Port Closure,High,75
DIS04000,Cyber Attack,Low,33
DIS04001,Earthquake,Medium,16
DIS04002,Flood,Medium,56
DIS04003,Flood,High,91
DIS04004,Supplier Failure,High,65
DIS04005,Flood,High,22
DIS04006,Cyber Attack,Low,3
DIS04007,Supplier Failure,Low,62
DIS04008,Supplier Failure,Low,80
DIS04009,Supplier Failure,High,31
DIS04010,Flood,Medium,12
DIS04011,Earthquake,High,92
DIS04012,Cyber Attack,Medium,17
DIS04013,Cyber Attack,High,79
DIS04014,Port Closure,High,16
DIS04015,Supplier Failure,Medium,51
DIS04016,Cyber Attack,Low,19
DIS04017,Flood,Medium,15
