supplier_id,name,country,risk_score
SUP00639,"Jimenez, Johnson and Leonard",USA,96
SUP00640,"Guerrero, Reese and Choi",Singapore,15
SUP00641,Martin-Carney,UK,6
SUP00642,Page-Francis,Singapore,33
SUP00643,Thomas-Dean,USA,36
SUP00644,West-Scott,India,82
SUP00645,Gray-Thomas,USA,40
SUP00646,Dawson-Wilson,Germany,12
SUP00647,Miller-Wilson,Singapore,7
SUP00648,Combs LLC,Japan,100
SUP00649,Hamilton LLC,USA,65
SUP00650,Jones PLC,UK,87
SUP00651,Nelson and Sons,China,57
SUP00652,"Sims, Simmons and Macdonald",Singapore,46
SUP00653,Ramos Ltd,Singapore,14
SUP00654,Cardenas-Nelson,UK,31
SUP00655,Wood-Diaz,India,76
SUP00656,Krueger-Ellis,Singapore,58
SUP00657,Moore LLC,Germany,24
SUP00658,"Pratt, Rogers and Nelson",Germany,100
SUP00659,Jones-King,China,99
SUP00660,James Ltd,USA,16
SUP00661,"Summers, Wilkinson and Arroyo",India,67
SUP00662,Barajas Ltd,Japan,92
SUP00663,"Williams, Barnett and Francis",Singapore,86
SUP00664,"Nguyen, Beck and Jennings",Germany,42
SUP00665,"Anderson, Martin and Luna",China,25
SUP00666,"Palmer, Hines and Hart",UK,71
SUP00667,Huynh-Torres,Germany,45
SUP00668,"Schneider, Ferguson and Carrillo",USA,96
SUP00669,"Hunter, Jones and Baker",Japan,100
SUP00670,Shepherd-Ryan,Singapore,76
SUP00671,Mccormick PLC,USA,3
SUP00672,"Wright, Shields and Robinson",Germany,44
SUP00673,Owens-Carter,USA,64
SUP00674,"Bryant, King and Dixon",Japan,16
SUP00675,Welch-Huynh,UK,47
SUP00676,Benson-Brown,India,6
SUP00677,"Wilson, Powell and Price",Singapore,57
SUP00678,Rose LLC,UK,6
SUP00679,"Smith, Cooper and Gregory",China,14
SUP00680,Palmer PLC,India,2
SUP00681,"Francis, Robles and Charles",India,53
SUP00682,"Howard, Jones and Allen",Germany,79
SUP00683,"Reed, Mcintosh and Nguyen",India,22
SUP00684,Lowery Group,India,81
SUP00685,"Daniels, Hines and Cole",USA,57
SUP00686,Ross Group,India,43
SUP00687,"Davis, Gordon and Reed",USA,72
SUP00688,Villarreal-Valencia,USA,80
SUP00689,Turner Ltd,China,57
SUP00690,"Young, Woodard and Johnson",India,48
SUP00691,Jackson-Barrett,Germany,59
SUP00692,Johnston PLC,UK,44
SUP00693,"Rosario, Wallace and Clark",India,82
SUP00694,Doyle-Allen,China,64
SUP00695,"Williams, Alvarado and Collier",India,18
SUP00696,"Gregory, Sanchez and Jensen",Singapore,79
SUP00697,Riley-Graves,Germany,26
SUP00698,Hayes-Kirk,Japan,16
SUP00699,Ware-Perez,India,49
SUP00700,Powell-Johnson,India,98
SUP00701,Rose LLC,UK,74
SUP00702,"Cole, Lyons and Wilson",India,57
SUP00703,Wood-Cox,Japan,62
SUP00704,"Shaw, Johnson and Cobb",Japan,27
SUP00705,Brennan Ltd,Germany,22
SUP00706,"Hernandez, Herrera and Perry",Singapore,74
SUP00707,"Richmond, Martinez and Baker",India,73
SUP00708,Mcconnell LLC,UK,1
SUP00709,"Jones, Porter and Dawson",Singapore,10
SUP00710,Martin Group,Germany,67
SUP00711,Romero and Sons,India,2
SUP00712,"Weiss, Randall and Rice",UK,36
SUP00713,"Martinez, Weber and Davis",UK,49
SUP00714,"Richardson, Black and Ramos",Germany,53
SUP00715,Chaney-Perkins,USA,13
SUP00716,Greene and Sons,Japan,42
SUP00717,Mathews Ltd,Japan,69
SUP00718,"Walker, Booth and Hawkins",Japan,86
SUP00719,"Johnson, Moore and Moore",USA,92
SUP00720,Johnson-Brown,Singapore,19
SUP00721,James-Lawrence,USA,67
SUP00722,Marsh-Mcguire,China,85
SUP00723,Palmer PLC,Japan,81
SUP00724,Richardson Group,Germany,75
SUP00725,Barber-Perry,Japan,24
SUP00726,Hunt LLC,Japan,56
SUP00727,"Guzman, Avila and Russell",UK,78
SUP00728,Carr and Sons,Singapore,6
SUP00729,Hendrix Inc,Japan,47
SUP00730,Shields and Sons,USA,9
SUP00731,Hansen-Mcmahon,Japan,32
SUP00732,Torres Group,UK,11
SUP00733,"Young, Hodge and Ponce",Germany,35
SUP00734,Chen Group,Germany,60
SUP00735,Robinson-Lopez,USA,87
SUP00736,"Burns, Garcia and Carrillo",China,92
SUP00737,Willis-Savage,China,7
SUP00738,Dunn Inc,China,23
SUP00739,Jimenez Ltd,China,16
SUP00740,"Taylor, Wilson and Hester",Japan,98
SUP00741,"Barrett, Hayes and Roberts",China,61
SUP00742,"Hall, Parker and Butler",UK,79
SUP00743,"Duncan, Wyatt and Espinoza",UK,22
SUP00744,Arnold Ltd,UK,61
SUP00745,Chambers Group,Germany,46
SUP00746,Jones-Carter,UK,50
SUP00747,Myers and Sons,USA,56
SUP00748,"Jones, Gonzalez and Price",Japan,45
SUP00749,"Sanchez, King and Gross",USA,3
SUP00750,"Wood, Murray and Mckinney",USA,26
SUP00751,Montoya and Sons,Japan,21
SUP00752,Hall Ltd,Germany,96
SUP00753,Johnson Ltd,UK,95
SUP00754,Brown-Preston,Germany,5
SUP00755,Ballard-Gonzalez,Germany,64
SUP00756,"Becker, Long and Cohen",Germany,74
SUP00757,Burns LLC,China,11
SUP00758,Cabrera Inc,China,77
SUP00759,Conway-Morgan,Singapore,100
SUP00760,"Webster, Parker and Lindsey",Singapore,97
SUP00761,Roberson LLC,Japan,88
SUP00762,Young LLC,Japan,71
SUP00763,"Caldwell, Davis and Preston",Germany,31
SUP00764,"Keller, Atkins and Manning",China,54
SUP00765,"Gallagher, Hernandez and Cline",Singapore,48
SUP00766,Obrien Ltd,Germany,13
SUP00767,"Aguirre, George and Fernandez",China,49
SUP00768,"Thomas, Marshall and Lindsey",Singapore,43
SUP00769,Lewis Inc,India,5
SUP00770,Ortiz-Smith,USA,59
SUP00771,Reed Group,UK,5
SUP00772,"Perkins, Reid and Hill",China,77
SUP00773,Cruz-Tran,Germany,27
SUP00774,"Schneider, Grimes and Evans",USA,88
SUP00775,"Wilson, Johnson and Garcia",UK,64
SUP00776,Dixon-Butler,USA,68
SUP00777,"Wright, Mitchell and Hughes",India,100
SUP00778,Chan LLC,USA,68
SUP00779,"Perez, Sharp and Grant",USA,62
SUP00780,Woods LLC,Singapore,72
SUP00781,Sanchez Ltd,Japan,67
SUP00782,Wong-Brown,UK,65
SUP00783,Burnett Ltd,China,27
SUP00784,Stephens Inc,China,23
SUP00785,"Cunningham, Hicks and Moore",UK,22
SUP00786,Gomez PLC,Germany,77
SUP00787,"Brady, Wilson and Hoffman",USA,95
SUP00788,Ochoa Inc,Germany,87
SUP00789,Kelly-Edwards,Singapore,42
SUP00790,"White, Munoz and Waller",Germany,94
SUP00791,Vaughn-Cortez,USA,84
SUP00792,Roberts LLC,UK,86
SUP00793,"Nichols, Robertson and Miller",Singapore,27
SUP00794,"Cook, Mills and Fowler",China,19
SUP00795,"Davis, Vasquez and Long",USA,3
SUP00796,Roman Ltd,Germany,56
SUP00797,Jensen PLC,Japan,68
SUP00798,Warner-Mcgrath,Germany,34
SUP00799,Hutchinson-Mayo,India,79
SUP00800,"Jackson, Little and Ramirez",USA,32
SUP00801,Harris Group,Singapore,89
SUP00802,"Johnson, Chen and Cruz",Japan,61
SUP00803,Jones Inc,China,99
SUP00804,Sullivan Group,Japan,74
SUP00805,"Dillon, Anderson and Martin",Japan,7
SUP00806,Johnson Group,Germany,52
SUP00807,"Moore, Pierce and Griffin",Germany,84
SUP00808,"Noble, Lamb and Arnold",UK,15
SUP00809,Castro and Sons,UK,86
SUP00810,"Payne, Gonzalez and Martin",India,38
SUP00811,"Gray, Black and Scott",USA,20
SUP00812,Sanders-Owens,UK,2
SUP00813,Carroll-Williams,UK,61
SUP00814,Wolf PLC,Japan,76
SUP00815,Harrell-Adams,India,18
SUP00816,Diaz Ltd,Japan,94
SUP00817,Patterson Ltd,India,31
SUP00818,"Bridges, Farley and Anthony",Japan,83
SUP00819,Hall and Sons,India,51
SUP00820,Knox-Scott,Singapore,13
SUP00821,Jones Inc,India,83
SUP00822,Kirk LLC,Germany,73
SUP00823,"Morse, Roberson and Benson",India,79
SUP00824,Walter Group,Singapore,25
SUP00825,Sloan PLC,India,18
SUP00826,"Greene, Roach and Krause",Japan,47
SUP00827,Williams PLC,India,29
SUP00828,"Cunningham, French and Long",USA,39
SUP00829,"Watkins, Barker and Duran",Germany,17
SUP00830,Lee LLC,UK,23
SUP00831,Washington Ltd,Japan,51
SUP00832,Miller Group,Singapore,78
SUP00833,Fisher Group,USA,20
SUP00834,"Jackson, Gibson and Henderson",India,36
SUP00835,"Mejia, Armstrong and Torres",USA,29
SUP00836,Walls Ltd,Japan,86
SUP00837,Lee Group,Singapore,88
SUP00838,Dorsey-Jones,UK,23
SUP00839,Schmidt Ltd,India,13
SUP00840,Martin LLC,India,7
SUP00841,Duncan-Brady,UK,28
SUP00842,Miller-Hickman,USA,19
SUP00843,"Wade, Lewis and Gonzalez",India,20
SUP00844,Thomas-Kelly,Germany,80
SUP00845,Vazquez-Sutton,Germany,72
SUP00846,"Mccall, Giles and Nguyen",China,73
SUP00847,Wilson-Roach,UK,33
SUP00848,"Christian, Klein and Martinez",China,56
SUP00849,"Martinez, Bush and Hancock",Germany,45
SUP00850,Hernandez LLC,UK,98
SUP00851,Griffin-Harris,Germany,73
SUP00852,"Willis, Holmes and Hernandez",China,8
SUP00853,Jones Inc,USA,71
SUP00854,Huang-Williams,Singapore,72
SUP00855,Patel-Snow,UK,11
SUP00856,Rivera Group,India,67
SUP00857,Smith-Ramirez,Singapore,53
SUP00858,Hall Ltd,USA,67
SUP00859,Moreno Group,Singapore,64
SUP00860,Cruz and Sons,USA,84
SUP00861,Wood-Allen,Germany,30
SUP00862,Wright PLC,UK,95
SUP00863,"Anderson, Newman and Ortiz",China,60
SUP00864,"Hicks, Hall and Wheeler",USA,50
SUP00865,Jenkins-Harrison,India,45
SUP00866,"Gibbs, Martinez and Coleman",USA,31
SUP00867,"Watson, Stanley and Clark",Japan,60
SUP00868,White LLC,USA,46
SUP00869,Arias-Freeman,China,98
SUP00870,"Johnson, Mendoza and Morrison",India,75
SUP00871,Miller PLC,Germany,93
SUP00872,Wilson-Robinson,Japan,61
SUP00873,"Drake, Day and Rich",UK,76
SUP00874,"Thompson, Moore and Combs",Singapore,66
SUP00875,"Wiggins, Vasquez and Calderon",China,53
SUP00876,"Walker, Moore and Lewis",UK,99
SUP00877,Collins-Edwards,USA,21
SUP00878,Norman and Sons,Singapore,98
SUP00879,"Soto, Ford and Hart",China,88
SUP00880,Robles Ltd,Germany,15
SUP00881,Pierce PLC,Japan,86
SUP00882,"Baird, Farrell and Price",UK,51
SUP00883,"Blackwell, Williams and Johnson",USA,1
SUP00884,Barnes-Johnson,Singapore,57
SUP00885,"Summers, Guerrero and Nelson",Singapore,27
SUP00886,Duffy-Ritter,India,27
SUP00887,Bright Ltd,China,78
SUP00888,Chang-Petty,UK,28
SUP00889,Frost-Mcmillan,India,7
SUP00890,"Moore, Sherman and Torres",India,74
SUP00891,Webb Group,UK,23
SUP00892,"Ramos, Smith and Collins",UK,76
SUP00893,"Novak, Johnson and Williams",China,94
SUP00894,"Gordon, Jones and Cooley",Singapore,99
SUP00895,Thomas Ltd,India,95
SUP00896,Shields-Smith,UK,43
SUP00897,Harmon-Adams,UK,22
SUP00898,Hunt-Evans,USA,79
SUP00899,Buck PLC,USA,89
SUP00900,Wilson PLC,Singapore,78
SUP00901,Jensen Inc,UK,43
SUP00902,"Walters, Wheeler and Snyder",Japan,7
SUP00903,Boyer Inc,China,28
SUP00904,Richardson Inc,UK,39
SUP00905,Mahoney Ltd,Germany,91
SUP00906,Hicks-Williams,China,60
SUP00907,"Griffin, Nolan and Jones",Germany,68
SUP00908,Walters-Wells,China,19
SUP00909,Pennington-Lin,India,66
SUP00910,Harris Ltd,Japan,85
SUP00911,"Thomas, Scott and Waller",China,50
SUP00912,Flores-Jones,Singapore,26
SUP00913,Garner Group,UK,68
SUP00914,Morton-Moreno,USA,72
SUP00915,Holmes Ltd,Japan,98
SUP00916,Barry Inc,UK,3
SUP00917,"Butler, Anthony and Thomas",India,53
SUP00918,Reynolds Group,India,5
SUP00919,Johnson-Wright,India,63
SUP00920,"Fisher, Adams and Scott",India,16
SUP00921,"Munoz, Brown and Cruz",UK,31
SUP00922,"Horton, Gonzales and Dillon",Germany,73
SUP00923,Tran PLC,Singapore,14
SUP00924,"Lee, Thompson and Paul",Germany,30
SUP00925,Mills Inc,Japan,65
SUP00926,Young Group,India,39
SUP00927,Brown Inc,China,70
SUP00928,"Ryan, Johnson and Howard",China,41
SUP00929,Roberts-Wilson,India,73
SUP00930,Petersen-Christensen,USA,8
SUP00931,Johnson PLC,China,12
SUP00932,"West, Anderson and Bowers",Singapore,44
SUP00933,"Kent, Scott and Smith",UK,83
SUP00934,"Wood, Sherman and Dunn",USA,37
SUP00935,Peck-Schultz,UK,97
SUP00936,Nelson PLC,China,15
SUP00937,Stephens-Brown,Singapore,60
SUP00938,Harris Inc,India,84
SUP00939,Wright-Murray,India,55
SUP00940,Oliver-Baker,India,37
SUP00941,"Powers, Thomas and Hernandez",Japan,44
SUP00942,Taylor-Gonzalez,Japan,2
SUP00943,"Hurst, Peterson and Payne",Japan,74
SUP00944,Bailey Ltd,Japan,41
SUP00945,Cherry and Sons,Germany,66
SUP00946,"Anderson, Torres and Henderson",India,6
SUP00947,Lopez-Allen,Germany,1
SUP00948,Walker-Porter,Singapore,65
SUP00949,Fuller-Brooks,UK,96
SUP00950,Norris-Chavez,China,40
SUP00951,"Rodriguez, Smith and Dawson",India,57
SUP00952,Fuller-Phillips,Japan,63
SUP00953,Schultz-Anderson,Singapore,56
SUP00954,"Wagner, Martin and Buchanan",Germany,89
SUP00955,Bradley Ltd,India,60
SUP00956,Estrada-Jones,Germany,58
SUP00957,"Weaver, Ortiz and Thornton",India,40
SUP00958,"Love, Hughes and Harding",Singapore,66
SUP00959,Williams LLC,USA,44
SUP00960,Ford-Bridges,India,79
SUP00961,Pope-Tucker,Japan,8
SUP00962,"Jones, Cameron and Stewart",China,82
SUP00963,"Morse, Brown and Castro",UK,74
SUP00964,Black-Hall,UK,88
SUP00965,Sullivan PLC,Singapore,61
SUP00966,Stokes and Sons,China,78
SUP00967,Gonzalez and Sons,USA,34
SUP00968,Conway LLC,Germany,54
SUP00969,"Brown, Warner and Rodriguez",UK,24
SUP00970,Ortega-Rodriguez,China,87
SUP00971,Walker Inc,India,36
SUP00972,Perez-Hansen,UK,3
SUP00973,Francis-Cooley,UK,22
SUP00974,Skinner Group,India,45
SUP00975,Yang-Evans,USA,76
SUP00976,Smith-Smith,Germany,65
SUP00977,"Figueroa, Jones and Stephenson",China,19
SUP00978,Baker-Martin,UK,83
SUP00979,Sherman and Sons,Germany,33
SUP00980,Williams-Vance,Germany,83
SUP00981,Berry Ltd,UK,28
SUP00982,"Mercer, Li and Howe",Singapore,49
SUP00983,Duran-Mckinney,China,50
SUP00984,"Zamora, Sweeney and Pitts",Singapore,77
SUP00985,King and Sons,China,95
SUP00986,Contreras Group,Japan,63
SUP00987,"Ibarra, Robertson and Baxter",Germany,1
SUP00988,Ruiz-Jackson,Germany,63
SUP00989,"Morris, Wang and Aguirre",UK,4
SUP00990,Mcmahon Inc,Singapore,23
SUP00991,"Shea, Lowe and Flores",USA,8
SUP00992,Brewer-Hernandez,UK,1
SUP00993,Smith LLC,UK,24
SUP00994,"Hooper, Turner and Stone",India,76
SUP00995,Schultz Inc,India,49
SUP00996,Alexander-Drake,Japan,13
SUP00997,"Dorsey, Wilkins and Campbell",Germany,20
SUP00998,"Richmond, Richards and Odom",India,27
SUP00999,Evans LLC,India,100
SUP01000,Mckay PLC,Japan,8
SUP01001,Nolan Ltd,China,87
SUP01002,Lawrence-Brown,USA,22
SUP01003,Rodriguez LLC,Germany,92
SUP01004,"Vaughn, Ochoa and Schneider",Germany,17
SUP01005,Ward Group,India,39
SUP01006,"Bryant, Gardner and Jones",India,87
SUP01007,Williams Inc,Japan,26
SUP01008,Whitney and Sons,USA,3
SUP01009,"Bass, Davis and Stone",Japan,19
SUP01010,Espinoza Ltd,UK,51
SUP01011,Davis-Thomas,India,2
SUP01012,Hawkins and Sons,USA,99
SUP01013,"Harrell, Stewart and Cline",India,62
SUP01014,"Johnson, Smith and Ramirez",Germany,9
SUP01015,Rivas PLC,Japan,70
SUP01016,Mendoza and Sons,India,31
SUP01017,Perry Ltd,China,13
SUP01018,"Gray, Brown and Howard",UK,68
SUP01019,"Robinson, Hooper and Anthony",Germany,75
SUP01020,Allen-Mcguire,Singapore,92
SUP01021,"Fox, Smith and Jones",Japan,93
SUP01022,Macdonald Inc,Singapore,52
SUP01023,"Martin, Davis and Burns",Germany,39
SUP01024,Guzman-Fuller,China,50
SUP01025,"Burnett, Hall and Beck",India,44
SUP01026,"Garrett, Hoover and Lindsey",Germany,91
SUP01027,Serrano PLC,Germany,69
SUP01028,Valenzuela PLC,China,79
SUP01029,"Hubbard, Maxwell and Thomas",UK,53
SUP01030,Christensen Inc,Singapore,47
SUP01031,Hayes Ltd,USA,22
SUP01032,Reid-Salinas,UK,14
SUP01033,"Rose, Evans and Snow",India,81
SUP01034,"Davila, Thompson and Brown",Japan,32
SUP01035,Figueroa-Grimes,India,69
SUP01036,Ferrell Inc,USA,64
SUP01037,Clark LLC,USA,12
SUP01038,Walls-Pham,Japan,33
SUP01039,Conner-Cunningham,UK,69
SUP01040,Morris PLC,China,30
SUP01041,"Herman, Parker and Long",Germany,92
SUP01042,Davis Inc,UK,70
SUP01043,"Frank, Rich and Scott",UK,30
SUP01044,"Garrett, Martinez and Brooks",UK,56
SUP01045,"Mcpherson, Love and Anderson",Japan,33
SUP01046,Long-Wilson,India,40
SUP01047,Fitzpatrick-Hensley,UK,85
SUP01048,Gilbert Group,USA,81
SUP01049,Miller Inc,India,33
SUP01050,Anderson-Pena,China,78
SUP01051,Dean PLC,Japan,35
SUP01052,"Cox, Wheeler and Kim",China,84
SUP01053,George Ltd,India,46
SUP01054,Frost and Sons,China,10
SUP01055,Nielsen-Mccullough,China,43
SUP01056,Chapman and Sons,India,17
SUP01057,Davis-Delgado,Japan,91
SUP01058,Dalton Inc,UK,81
SUP01059,Clark-Mayo,Japan,76
SUP01060,Miles PLC,Japan,24
SUP01061,Bolton Inc,Germany,61
SUP01062,"Brown, Butler and Matthews",Singapore,44
SUP01063,Mason PLC,Germany,72
SUP01064,Frost Inc,UK,60
SUP01065,Harrison Inc,China,85
SUP01066,Williams PLC,India,44
SUP01067,Davis PLC,Singapore,13
SUP01068,Avila Inc,USA,93
SUP01069,Hodge-Willis,India,90
SUP01070,"Kelly, Ortega and Long",Germany,44
SUP01071,Clark PLC,China,3
SUP01072,"Casey, Kim and Mills",USA,31
SUP01073,Brown PLC,UK,53
SUP01074,Wolfe-Mckinney,Singapore,24
SUP01075,"Cabrera, Martinez and Shelton",USA,5
SUP01076,Barr-Peck,Japan,89
SUP01077,"Thompson, Skinner and Manning",China,12
SUP01078,Henry-Stanley,Japan,77
SUP01079,Reyes-Jones,UK,59
SUP01080,Pratt Inc,Japan,52
SUP01081,Davis and Sons,India,10
SUP01082,Daniel Ltd,Germany,28
SUP01083,Turner-Quinn,India,95
SUP01084,Garcia-Cook,UK,95
SUP01085,Williams-Cardenas,China,93
SUP01086,"Armstrong, Vargas and Sandoval",UK,54
SUP01087,Burnett-Parker,Germany,13
SUP01088,"Jordan, Bryant and Bell",Germany,51
SUP01089,Klein and Sons,UK,5
SUP01090,Davis Inc,China,91
SUP01091,Douglas and Sons,China,6
SUP01092,Buckley-Rodgers,USA,83
SUP01093,Jones and Sons,Singapore,15
SUP01094,Webb Ltd,India,47
SUP01095,Jones-Osborne,India,71
SUP01096,"Levy, Henry and Taylor",Japan,29
SUP01097,Hall-Gray,Germany,96
SUP01098,Spence-Higgins,India,32
SUP01099,"Oliver, Jenkins and Mills",Singapore,95
SUP01100,Reed-Christensen,Japan,30
SUP01101,"Hall, Lopez and Neal",Singapore,15
SUP01102,"White, Sutton and Matthews",China,52
SUP01103,"Turner, Washington and Cannon",Japan,9
SUP01104,Price Group,Germany,28
SUP01105,Miller-Ferguson,Singapore,85
SUP01106,Johnson-Gutierrez,India,89
SUP01107,Ramsey-Thompson,Japan,39
SUP01108,Williams-Richard,UK,41
SUP01109,Mcneil PLC,India,50
SUP01110,Brown-Flores,Germany,21
SUP01111,Franklin LLC,USA,15
SUP01112,Deleon and Sons,USA,15
SUP01113,"Smith, Tucker and Mcbride",Germany,29
SUP01114,"Dixon, Wilson and Kirby",UK,56
SUP01115,Montgomery Group,USA,40
SUP01116,Heath LLC,Germany,4
SUP01117,"Carr, Rollins and Henry",China,47
SUP01118,"Walter, May and Nicholson",UK,51
SUP01119,Davis PLC,China,57
SUP01120,Yates-Taylor,India,6
SUP01121,Bush Inc,Germany,26
SUP01122,Lindsey-White,USA,93
SUP01123,Campbell Inc,Singapore,95
SUP01124,"Williams, Mitchell and Blackwell",USA,84
SUP01125,"Evans, Saunders and Phillips",Japan,82
SUP01126,"Reed, Fuller and Rivera",UK,44
SUP01127,"Dixon, Johnson and Davis",Germany,54
SUP01128,Howard PLC,USA,67
SUP01129,"Sullivan, Collins and Mccoy",India,35
SUP01130,"Clark, Mccarthy and Carlson",Singapore,9
SUP01131,"Gallagher, Gregory and Smith",UK,75
SUP01132,Rodriguez Ltd,India,92
SUP01133,Allen-Morton,China,78
SUP01134,Hendricks and Sons,Japan,88
SUP01135,Cabrera-Wheeler,Japan,9
SUP01136,Strickland-James,Singapore,73
SUP01137,Browning-Wilson,India,58
SUP01138,"Cantu, Brown and Mitchell",UK,28
SUP01139,Roy-Miller,Singapore,62
SUP01140,"Davis, Lee and Hughes",India,37
SUP01141,Reid Group,USA,7
SUP01142,Fuller PLC,Singapore,32
SUP01143,Wagner Group,Singapore,50
SUP01144,"Clark, Walter and Porter",Germany,64
SUP01145,Salinas-Davis,USA,19
SUP01146,Gomez-Wallace,China,43
SUP01147,"Hughes, Young and Nguyen",Germany,76
SUP01148,Rodriguez-Thompson,UK,70
SUP01149,Brown PLC,UK,29
SUP01150,Leon Group,UK,83
SUP01151,Francis Ltd,Germany,22
SUP01152,"Allen, Melton and Meza",UK,21
SUP01153,"Wu, Ryan and Wagner",India,57
SUP01154,Gray PLC,Germany,76
SUP01155,"Cruz, Scott and Edwards",India,87
SUP01156,"Cruz, Myers and Lane",Japan,2
SUP01157,Chambers-King,Japan,17
SUP01158,Payne-Evans,China,88
SUP01159,"Hess, Matthews and Francis",Japan,40
SUP01160,Taylor and Sons,UK,24
SUP01161,Nelson-Long,Singapore,43
SUP01162,Knapp-Mckinney,Germany,82
SUP01163,Mcgee Inc,UK,28
SUP01164,"Mullen, Jones and Sanchez",UK,25
SUP01165,Sellers-Gray,Japan,85
SUP01166,Daniels-Allen,Germany,86
SUP01167,"Long, Figueroa and James",Germany,85
SUP01168,Greene-Watson,India,96
SUP01169,Sanchez-Coleman,Singapore,6
SUP01170,"Flores, Buckley and Harmon",Germany,66
SUP01171,"Estrada, Knox and Burton",Germany,66
SUP01172,"Flores, Greer and Baker",Singapore,48
SUP01173,"Salazar, Wright and Harris",USA,75
SUP01174,Ortiz Ltd,UK,34
SUP01175,Sparks LLC,Singapore,75
SUP01176,Mora Ltd,India,28
SUP01177,"Richardson, Norman and Newman",UK,44
SUP01178,Hester PLC,USA,42
SUP01179,Hall-Cox,Singapore,71
SUP01180,"Campbell, Gomez and Johnson",USA,86
SUP01181,"Rogers, Powell and Roberts",UK,38
SUP01182,Grant and Sons,Germany,15
SUP01183,Johnson and Sons,UK,83
SUP01184,Jordan-Wood,India,49
SUP01185,"Lane, Rodriguez and Nunez",China,3
SUP01186,"Hamilton, Lawson and Snyder",India,29
SUP01187,Powell-Johnson,USA,8
SUP01188,Harris Group,UK,74
SUP01189,Sanford LLC,Singapore,34
SUP01190,Wells PLC,Japan,24
SUP01191,Torres-Ross,USA,55
SUP01192,"Terry, Hawkins and Perez",Japan,51
SUP01193,"Barron, Taylor and Heath",UK,99
SUP01194,Miller-Wilson,Japan,10
SUP01195,Richards-Aguilar,Germany,16
SUP01196,Roach PLC,Singapore,100
SUP01197,Smith Group,USA,2
SUP01198,Guerrero-Callahan,Singapore,92
SUP01199,Rice and Sons,USA,77
SUP01200,Weber Group,USA,57
SUP01201,"Davila, Flores and Evans",UK,49
SUP01202,Cherry LLC,USA,3
SUP01203,Lopez-Bradshaw,Japan,32
SUP01204,"Kidd, Anderson and Jones",Japan,45
SUP01205,Shelton-Brown,China,29
SUP01206,"Lawson, Fields and Robbins",Germany,48
SUP01207,"Stevens, Ramos and Conner",Singapore,61
SUP01208,Roberts and Sons,Japan,36
SUP01209,Hodge-Stevens,Singapore,94
SUP01210,Ryan-Schaefer,USA,8
SUP01211,Powell PLC,UK,95
SUP01212,"Cooper, Lopez and Rogers",Singapore,7
SUP01213,Mcdaniel LLC,Japan,71
SUP01214,"Stewart, Rivera and Higgins",USA,31
SUP01215,"Hanna, Yoder and Martinez",Japan,58
SUP01216,Crane and Sons,Japan,66
SUP01217,Smith Group,China,2
SUP01218,Young-Price,Japan,10
SUP01219,Clark-Russell,Singapore,14
SUP01220,"Williamson, Baldwin and Wright",USA,63
SUP01221,Pruitt Inc,Japan,84
SUP01222,"Harris, Garcia and Sanchez",USA,66
SUP01223,Figueroa Inc,Germany,30
SUP01224,"Bean, Steele and Buck",UK,53
SUP01225,Gonzalez-Johnston,Japan,22
SUP01226,"Vazquez, Ruiz and Monroe",Germany,38
SUP01227,"Fitzgerald, Thomas and Jones",UK,27
SUP01228,Cox-Stevens,UK,37
SUP01229,"Smith, Graves and Johnson",China,88
SUP01230,"Walter, Anderson and Frazier",USA,62
SUP01231,Phillips-Clark,India,30
SUP01232,Barber Group,UK,63
SUP01233,Lewis-Morris,USA,8
SUP01234,Perez Ltd,USA,79
SUP01235,"Henson, Cameron and Adkins",China,59
SUP01236,Kim Inc,China,43
SUP01237,"Graham, Mcguire and Smith",Germany,61
SUP01238,Gray Group,India,80
SUP01239,Rodriguez and Sons,Singapore,28
SUP01240,Johns-Marshall,Singapore,18
SUP01241,Stevens-Keith,Japan,3
SUP01242,Moon Group,China,73
SUP01243,"Blanchard, Rojas and Reed",India,14
SUP01244,Drake Group,Germany,73
SUP01245,Dunn and Sons,Singapore,15
SUP01246,Jones PLC,China,56
SUP01247,"Joseph, Johnson and Smith",Japan,76
SUP01248,Best Ltd,Singapore,2
SUP01249,Gonzalez-Moore,China,37
