sku,product,current_stock,reorder_point
SKU03271,Product-3271,1648,1583
SKU03272,Product-3272,6862,1301
SKU03273,Product-3273,9414,1616
SKU03274,Product-3274,5934,1776
SKU03275,Product-3275,8907,349
SKU03276,Product-3276,3695,1873
SKU03277,Product-3277,3544,531
SKU03278,Product-3278,8751,1994
SKU03279,Product-3279,3044,1605
SKU03280,Product-3280,9429,905
SKU03281,Product-3281,4252,204
SKU03282,Product-3282,5375,211
SKU03283,Product-3283,2915,1221
SKU03284,Product-3284,2428,562
SKU03285,Product-3285,5801,1376
SKU03286,Product-3286,6165,1097
SKU03287,Product-3287,7802,1827
SKU03288,Product-3288,5055,691
SKU03289,Product-3289,8197,1794
SKU03290,Product-3290,8558,1506
SKU03291,Product-3291,3771,624
SKU03292,Product-3292,4546,452
SKU03293,Product-3293,7142,1790
SKU03294,Product-3294,6501,1124
SKU03295,Product-3295,9081,1546
SKU03296,Product-3296,7104,774
SKU03297,Product-3297,4728,573
SKU03298,Product-3298,6214,512
SKU03299,Product-3299,9398,448
SKU03300,Product-3300,3137,71
SKU03301,Product-3301,3625,1194
SKU03302,Product-3302,9669,1245
SKU03303,Product-3303,1689,430
SKU03304,Product-3304,4836,745
SKU03305,Product-3305,7225,1697
SKU03306,Product-3306,7308,1877
SKU03307,Product-3307,7487,1701
SKU03308,Product-3308,9607,1646
SKU03309,Product-3309,5679,404
SKU03310,Product-3310,3670,584
SKU03311,Product-3311,8374,848
SKU03312,Product-3312,7903,760
SKU03313,Product-3313,8654,531
SKU03314,Product-3314,8703,1750
SKU03315,Product-3315,9728,1564
SKU03316,Product-3316,6583,1290
SKU03317,Product-3317,9061,1798
SKU03318,Product-3318,8307,1314
SKU03319,Product-3319,9802,436
SKU03320,Product-3320,1129,1034
SKU03321,Product-3321,49,1893
SKU03322,Product-3322,7417,404
SKU03323,Product-3323,7247,816
SKU03324,Product-3324,9733,1709
SKU03325,Product-3325,231,1540
SKU03326,Product-3326,490,1292
SKU03327,Product-3327,1050,1021
SKU03328,Product-3328,7522,393
SKU03329,Product-3329,1872,1465
SKU03330,Product-3330,6592,1594
SKU03331,Product-3331,2834,105
SKU03332,Product-3332,238,1738
SKU03333,Product-3333,7893,678
SKU03334,Product-3334,7519,1593
SKU03335,Product-3335,3725,55
SKU03336,Product-3336,4442,478
SKU03337,Product-3337,9294,480
SKU03338,Product-3338,5671,1009
SKU03339,Product-3339,7734,291
SKU03340,Product-3340,3172,851
SKU03341,Product-3341,8030,1686
SKU03342,Product-3342,5512,759
SKU03343,Product-3343,9084,1535
SKU03344,Product-3344,5303,565
SKU03345,Product-3345,5179,1783
SKU03346,Product-3346,5222,1908
SKU03347,Product-3347,6026,874
SKU03348,Product-3348,3996,1716
SKU03349,Product-3349,380,1294
SKU03350,Product-3350,297,299
SKU03351,Product-3351,3378,347
SKU03352,Product-3352,9058,1955
SKU03353,Product-3353,962,214
SKU03354,Product-3354,9339,1229
SKU03355,Product-3355,7200,1403
SKU03356,Product-3356,9041,1089
SKU03357,Product-3357,433,228
SKU03358,Product-3358,2444,207
SKU03359,Product-3359,2259,1335
SKU03360,Product-3360,1630,1225
SKU03361,Product-3361,8917,1093
SKU03362,Product-3362,3196,542
SKU03363,Product-3363,4001,1905
SKU03364,Product-3364,8200,1802
SKU03365,Product-3365,2554,1237
SKU03366,Product-3366,6814,678
SKU03367,Product-3367,1843,404
SKU03368,Product-3368,87,1954
SKU03369,Product-3369,30,137
SKU03370,Product-3370,2395,1043
SKU03371,Product-3371,7275,803
SKU03372,Product-3372,2384,1711
SKU03373,Product-3373,196,1282
SKU03374,Product-3374,4937,1138
SKU03375,Product-3375,1007,420
SKU03376,Product-3376,2620,111
SKU03377,Product-3377,5040,851
SKU03378,Product-3378,552,746
SKU03379,Product-3379,5071,1532
SKU03380,Product-3380,3765,1074
SKU03381,Product-3381,9071,1926
SKU03382,Product-3382,4847,1307
SKU03383,Product-3383,9902,80
SKU03384,Product-3384,660,716
SKU03385,Product-3385,6019,570
SKU03386,Product-3386,6080,294
SKU03387,Product-3387,8491,550
SKU03388,Product-3388,8311,641
SKU03389,Product-3389,690,1044
SKU03390,Product-3390,1638,916
SKU03391,Product-3391,1133,1130
SKU03392,Product-3392,3012,1356
SKU03393,Product-3393,8569,742
SKU03394,Product-3394,4417,351
SKU03395,Product-3395,4326,922
SKU03396,Product-3396,6760,996
SKU03397,Product-3397,5637,1102
SKU03398,Product-3398,9708,1533
SKU03399,Product-3399,5443,1851
SKU03400,Product-3400,2425,266
SKU03401,Product-3401,6424,1605
SKU03402,Product-3402,3610,1257
SKU03403,Product-3403,648,1707
SKU03404,Product-3404,1531,1036
SKU03405,Product-3405,131,644
SKU03406,Product-3406,2067,1324
SKU03407,Product-3407,6733,1271
SKU03408,Product-3408,517,1588
SKU03409,Product-3409,7797,76
SKU03410,Product-3410,2963,1389
SKU03411,Product-3411,3813,988
SKU03412,Product-3412,275,1994
SKU03413,Product-3413,6403,1934
SKU03414,Product-3414,5370,675
SKU03415,Product-3415,3639,800
SKU03416,Product-3416,4791,520
SKU03417,Product-3417,9463,648
SKU03418,Product-3418,228,348
SKU03419,Product-3419,7902,1537
SKU03420,Product-3420,7806,446
SKU03421,Product-3421,3361,380
SKU03422,Product-3422,6447,255
SKU03423,Product-3423,8338,1213
SKU03424,Product-3424,5497,729
SKU03425,Product-3425,3054,723
SKU03426,Product-3426,1648,142
SKU03427,Product-3427,1690,592
SKU03428,Product-3428,8821,698
SKU03429,Product-3429,8985,1944
SKU03430,Product-3430,563,283
SKU03431,Product-3431,3677,905
SKU03432,Product-3432,3678,1208
SKU03433,Product-3433,5618,278
SKU03434,Product-3434,5507,1413
SKU03435,Product-3435,1951,144
SKU03436,Product-3436,1052,1794
SKU03437,Product-3437,6401,770
SKU03438,Product-3438,4114,1369
SKU03439,Product-3439,4435,1593
SKU03440,Product-3440,7563,1097
SKU03441,Product-3441,5518,1345
SKU03442,Product-3442,6956,1034
SKU03443,Product-3443,6917,1151
SKU03444,Product-3444,2539,1761
SKU03445,Product-3445,5042,852
SKU03446,Product-3446,7278,1640
SKU03447,Product-3447,3417,946
SKU03448,Product-3448,4905,97
SKU03449,Product-3449,2536,1343
SKU03450,Product-3450,3310,270
SKU03451,Product-3451,1868,1088
SKU03452,Product-3452,911,1069
SKU03453,Product-3453,4401,86
SKU03454,Product-3454,256,1210
SKU03455,Product-3455,7782,419
SKU03456,Product-3456,7563,300
SKU03457,Product-3457,1679,1754
SKU03458,Product-3458,2211,772
SKU03459,Product-3459,7263,620
SKU03460,Product-3460,5791,439
SKU03461,Product-3461,6101,977
SKU03462,Product-3462,2300,1374
SKU03463,Product-3463,4601,760
SKU03464,Product-3464,2188,869
SKU03465,Product-3465,9719,1758
SKU03466,Product-3466,8905,879
SKU03467,Product-3467,2189,1454
SKU03468,Product-3468,4368,1127
SKU03469,Product-3469,2935,299
SKU03470,Product-3470,5333,655
SKU03471,Product-3471,9999,1659
SKU03472,Product-3472,1482,603
SKU03473,Product-3473,4705,1826
SKU03474,Product-3474,8668,1412
SKU03475,Product-3475,1818,712
SKU03476,Product-3476,4092,351
SKU03477,Product-3477,2831,1442
SKU03478,Product-3478,5717,1128
SKU03479,Product-3479,3914,1322
SKU03480,Product-3480,1803,239
SKU03481,Product-3481,7529,144
SKU03482,Product-3482,3087,1682
SKU03483,Product-3483,2484,984
SKU03484,Product-3484,4255,58
SKU03485,Product-3485,2647,403
SKU03486,Product-3486,3064,353
SKU03487,Product-3487,9753,79
SKU03488,Product-3488,3003,1587
SKU03489,Product-3489,9941,1083
SKU03490,Product-3490,6683,822
SKU03491,Product-3491,2067,1583
SKU03492,Product-3492,3759,817
SKU03493,Product-3493,2790,368
SKU03494,Product-3494,5823,162
SKU03495,Product-3495,3396,878
SKU03496,Product-3496,8404,124
SKU03497,Product-3497,6947,1778
SKU03498,Product-3498,5822,276
SKU03499,Product-3499,3588,1958
SKU03500,Product-3500,4990,805
SKU03501,Product-3501,6643,1257
SKU03502,Product-3502,3023,1198
SKU03503,Product-3503,8321,695
SKU03504,Product-3504,2110,1413
SKU03505,Product-3505,1529,561
SKU03506,Product-3506,4608,1880
SKU03507,Product-3507,9439,1566
SKU03508,Product-3508,1250,1194
SKU03509,Product-3509,4637,1535
SKU03510,Product-3510,2073,1057
SKU03511,Product-3511,3155,1300
SKU03512,Product-3512,7372,262
SKU03513,Product-3513,877,1393
SKU03514,Product-3514,7195,1059
SKU03515,Product-3515,8173,1685
SKU03516,Product-3516,7847,1888
SKU03517,Product-3517,2342,629
SKU03518,Product-3518,5715,854
SKU03519,Product-3519,8413,471
SKU03520,Product-3520,8820,1243
SKU03521,Product-3521,4020,1692
SKU03522,Product-3522,7866,1444
SKU03523,Product-3523,2365,1283
SKU03524,Product-3524,8212,294
SKU03525,Product-3525,766,1671
SKU03526,Product-3526,8676,483
SKU03527,Product-3527,2907,316
SKU03528,Product-3528,1572,1514
SKU03529,Product-3529,1016,373
SKU03530,Product-3530,728,1374
SKU03531,Product-3531,8569,586
SKU03532,Product-3532,6980,1014
SKU03533,Product-3533,6383,1213
SKU03534,Product-3534,2115,1078
SKU03535,Product-3535,4125,71
SKU03536,Product-3536,1980,1061
SKU03537,Product-3537,3104,257
SKU03538,Product-3538,6026,1419
SKU03539,Product-3539,7426,1314
SKU03540,Product-3540,3880,1801
SKU03541,Product-3541,4108,1419
SKU03542,Product-3542,8828,1561
SKU03543,Product-3543,6556,781
SKU03544,Product-3544,3097,1918
SKU03545,Product-3545,5000,1746
SKU03546,Product-3546,453,543
SKU03547,Product-3547,6970,257
SKU03548,Product-3548,4737,1123
SKU03549,Product-3549,363,1377
SKU03550,Product-3550,1369,1016
SKU03551,Product-3551,7580,1713
SKU03552,Product-3552,2115,216
SKU03553,Product-3553,8516,1938
SKU03554,Product-3554,9527,653
SKU03555,Product-3555,6279,1634
SKU03556,Product-3556,6528,1303
SKU03557,Product-3557,590,1608
SKU03558,Product-3558,3855,1489
SKU03559,Product-3559,6568,470
SKU03560,Product-3560,8637,67
SKU03561,Product-3561,2031,536
SKU03562,Product-3562,8611,1183
SKU03563,Product-3563,5166,1323
SKU03564,Product-3564,7031,1134
SKU03565,Product-3565,4029,579
SKU03566,Product-3566,195,1778
SKU03567,Product-3567,7341,206
SKU03568,Product-3568,4614,798
SKU03569,Product-3569,2654,1845
SKU03570,Product-3570,6356,297
SKU03571,Product-3571,9387,380
SKU03572,Product-3572,3903,1484
SKU03573,Product-3573,7829,1994
SKU03574,Product-3574,4556,338
SKU03575,Product-3575,6801,539
SKU03576,Product-3576,1111,944
SKU03577,Product-3577,7414,708
SKU03578,Product-3578,7200,177
SKU03579,Product-3579,9830,1185
SKU03580,Product-3580,8229,862
SKU03581,Product-3581,1872,291
SKU03582,Product-3582,3942,351
SKU03583,Product-3583,8861,1264
SKU03584,Product-3584,564,669
SKU03585,Product-3585,947,1649
SKU03586,Product-3586,58,679
SKU03587,Product-3587,8317,567
SKU03588,Product-3588,1601,688
SKU03589,Product-3589,9612,1214
SKU03590,Product-3590,3384,371
SKU03591,Product-3591,1082,1041
SKU03592,Product-3592,8377,728
SKU03593,Product-3593,4170,1391
SKU03594,Product-3594,7641,1918
SKU03595,Product-3595,7206,75
SKU03596,Product-3596,6200,181
SKU03597,Product-3597,1706,693
SKU03598,Product-3598,3435,448
SKU03599,Product-3599,4185,465
SKU03600,Product-3600,5105,670
SKU03601,Product-3601,7397,762
SKU03602,Product-3602,864,75
SKU03603,Product-3603,9950,1907
SKU03604,Product-3604,1659,1160
SKU03605,Product-3605,1923,631
SKU03606,Product-3606,4619,1833
SKU03607,Product-3607,9753,943
SKU03608,Product-3608,7437,910
SKU03609,Product-3609,1683,398
SKU03610,Product-3610,8377,476
SKU03611,Product-3611,3514,1883
SKU03612,Product-3612,6757,561
SKU03613,Product-3613,3269,1999
SKU03614,Product-3614,3029,381
SKU03615,Product-3615,3380,102
SKU03616,Product-3616,2053,1944
SKU03617,Product-3617,1623,191
SKU03618,Product-3618,205,838
SKU03619,Product-3619,8495,763
SKU03620,Product-3620,2230,793
SKU03621,Product-3621,1056,320
SKU03622,Product-3622,6,1360
SKU03623,Product-3623,4701,1084
SKU03624,Product-3624,5241,778
SKU03625,Product-3625,7358,1231
SKU03626,Product-3626,771,745
SKU03627,Product-3627,1358,183
SKU03628,Product-3628,3793,223
SKU03629,Product-3629,8867,1501
SKU03630,Product-3630,8780,648
SKU03631,Product-3631,7420,768
SKU03632,Product-3632,34,101
SKU03633,Product-3633,6186,404
SKU03634,Product-3634,5167,565
SKU03635,Product-3635,4310,1195
SKU03636,Product-3636,1118,1328
SKU03637,Product-3637,2776,99
SKU03638,Product-3638,9058,719
SKU03639,Product-3639,6571,258
SKU03640,Product-3640,8072,571
SKU03641,Product-3641,9220,438
SKU03642,Product-3642,6716,303
SKU03643,Product-3643,3157,67
SKU03644,Product-3644,4108,602
SKU03645,Product-3645,8516,1894
SKU03646,Product-3646,4373,1637
SKU03647,Product-3647,1046,411
SKU03648,Product-3648,4773,1941
SKU03649,Product-3649,961,1475
SKU03650,Product-3650,6308,692
SKU03651,Product-3651,6216,864
SKU03652,Product-3652,6709,613
SKU03653,Product-3653,628,1355
SKU03654,Product-3654,4966,179
SKU03655,Product-3655,9547,764
SKU03656,Product-3656,3110,1055
SKU03657,Product-3657,866,824
SKU03658,Product-3658,3966,1038
SKU03659,Product-3659,4381,1991
SKU03660,Product-3660,7803,1139
SKU03661,Product-3661,6820,1929
SKU03662,Product-3662,4460,1140
SKU03663,Product-3663,5790,349
SKU03664,Product-3664,1180,936
SKU03665,Product-3665,9022,1798
SKU03666,Product-3666,9457,766
SKU03667,Product-3667,8268,1084
SKU03668,Product-3668,5953,1251
SKU03669,Product-3669,5224,1435
SKU03670,Product-3670,4461,1988
SKU03671,Product-3671,5608,378
SKU03672,Product-3672,6466,54
SKU03673,Product-3673,5358,1147
SKU03674,Product-3674,9869,193
SKU03675,Product-3675,9230,52
SKU03676,Product-3676,1819,1696
SKU03677,Product-3677,1412,1265
SKU03678,Product-3678,8599,438
SKU03679,Product-3679,5145,1913
SKU03680,Product-3680,8546,1177
SKU03681,Product-3681,9269,952
SKU03682,Product-3682,4888,991
SKU03683,Product-3683,7179,1577
SKU03684,Product-3684,1294,586
SKU03685,Product-3685,7452,95
SKU03686,Product-3686,7408,1825
SKU03687,Product-3687,7469,211
SKU03688,Product-3688,2081,202
SKU03689,Product-3689,9330,1771
SKU03690,Product-3690,1752,180
SKU03691,Product-3691,8214,1896
SKU03692,Product-3692,459,425
SKU03693,Product-3693,4036,1664
SKU03694,Product-3694,3144,284
SKU03695,Product-3695,4712,414
SKU03696,Product-3696,5027,787
SKU03697,Product-3697,1815,353
SKU03698,Product-3698,4603,1203
SKU03699,Product-3699,8229,1860
SKU03700,Product-3700,6133,231
SKU03701,Product-3701,1347,1660
SKU03702,Product-3702,5229,1942
SKU03703,Product-3703,3821,1460
SKU03704,Product-3704,6932,529
SKU03705,Product-3705,6691,489
SKU03706,Product-3706,1795,1563
SKU03707,Product-3707,5301,1900
SKU03708,Product-3708,9832,623
SKU03709,Product-3709,7542,281
SKU03710,Product-3710,3009,1252
SKU03711,Product-3711,1130,1584
SKU03712,Product-3712,4270,1431
SKU03713,Product-3713,8779,289
SKU03714,Product-3714,8689,1854
SKU03715,Product-3715,5521,189
SKU03716,Product-3716,3182,1609
SKU03717,Product-3717,6642,331
SKU03718,Product-3718,9113,1349
SKU03719,Product-3719,2937,1320
SKU03720,Product-3720,3420,1138
SKU03721,Product-3721,1216,109
SKU03722,Product-3722,2101,1474
SKU03723,Product-3723,3478,810
SKU03724,Product-3724,1325,806
SKU03725,Product-3725,4841,575
SKU03726,Product-3726,1736,1064
SKU03727,Product-3727,5103,420
SKU03728,Product-3728,6604,546
SKU03729,Product-3729,5615,667
SKU03730,Product-3730,9278,289
SKU03731,Product-3731,381,148
SKU03732,Product-3732,2001,189
SKU03733,Product-3733,2635,717
SKU03734,Product-3734,3426,1338
SKU03735,Product-3735,3236,1613
SKU03736,Product-3736,7408,1469
SKU03737,Product-3737,6886,608
SKU03738,Product-3738,6417,1343
SKU03739,Product-3739,3629,469
SKU03740,Product-3740,4200,691
SKU03741,Product-3741,4629,928
SKU03742,Product-3742,9497,1616
SKU03743,Product-3743,529,1525
SKU03744,Product-3744,9396,829
SKU03745,Product-3745,1518,1322
SKU03746,Product-3746,7668,668
SKU03747,Product-3747,4588,1554
SKU03748,Product-3748,7645,356
SKU03749,Product-3749,8642,260
SKU03750,Product-3750,6909,1128
SKU03751,Product-3751,9411,805
SKU03752,Product-3752,3124,1660
SKU03753,Product-3753,9784,1548
SKU03754,Product-3754,1815,307
SKU03755,Product-3755,2099,1958
SKU03756,Product-3756,5934,53
SKU03757,Product-3757,4727,1232
SKU03758,Product-3758,3193,455
SKU03759,Product-3759,5302,1612
SKU03760,Product-3760,3973,714
SKU03761,Product-3761,7433,64
SKU03762,Product-3762,4911,735
SKU03763,Product-3763,2920,832
SKU03764,Product-3764,6434,219
SKU03765,Product-3765,9763,1625
SKU03766,Product-3766,2334,190
SKU03767,Product-3767,8810,1973
SKU03768,Product-3768,9384,206
SKU03769,Product-3769,8299,1509
SKU03770,Product-3770,5040,701
SKU03771,Product-3771,5273,1205
SKU03772,Product-3772,347,601
SKU03773,Product-3773,1912,424
SKU03774,Product-3774,841,407
SKU03775,Product-3775,1878,1546
SKU03776,Product-3776,2029,571
SKU03777,Product-3777,7458,1291
SKU03778,Product-3778,5493,1389
SKU03779,Product-3779,374,1214
SKU03780,Product-3780,1488,1803
SKU03781,Product-3781,1039,829
SKU03782,Product-3782,5871,722
SKU03783,Product-3783,1719,1840
SKU03784,Product-3784,1742,1190
SKU03785,Product-3785,9216,351
SKU03786,Product-3786,4506,1774
SKU03787,Product-3787,5022,352
SKU03788,Product-3788,6383,614
SKU03789,Product-3789,2241,890
SKU03790,Product-3790,3510,231
SKU03791,Product-3791,848,1228
SKU03792,Product-3792,8597,396
SKU03793,Product-3793,3555,1437
SKU03794,Product-3794,7926,419
SKU03795,Product-3795,5304,1333
SKU03796,Product-3796,1309,206
SKU03797,Product-3797,6587,1079
SKU03798,Product-3798,8643,868
SKU03799,Product-3799,4820,529
SKU03800,Product-3800,8863,268
SKU03801,Product-3801,6489,780
SKU03802,Product-3802,9889,1434
SKU03803,Product-3803,56,988
SKU03804,Product-3804,4744,1537
SKU03805,Product-3805,8309,504
SKU03806,Product-3806,4688,233
SKU03807,Product-3807,9830,1676
SKU03808,Product-3808,7322,328
SKU03809,Product-3809,7528,1281
SKU03810,Product-3810,2823,1137
SKU03811,Product-3811,7928,1603
SKU03812,Product-3812,2725,676
SKU03813,Product-3813,385,1675
SKU03814,Product-3814,1744,1041
SKU03815,Product-3815,4202,966
SKU03816,Product-3816,6039,1415
SKU03817,Product-3817,80,1714
SKU03818,Product-3818,5313,340
SKU03819,Product-3819,1186,805
SKU03820,Product-3820,3991,1944
SKU03821,Product-3821,4096,1547
SKU03822,Product-3822,5586,1225
SKU03823,Product-3823,2526,1164
SKU03824,Product-3824,5253,1137
SKU03825,Product-3825,4796,1877
SKU03826,Product-3826,2202,1327
SKU03827,Product-3827,9479,867
SKU03828,Product-3828,6265,1707
SKU03829,Product-3829,9133,612
SKU03830,Product-3830,1137,650
SKU03831,Product-3831,8242,1870
SKU03832,Product-3832,9594,255
SKU03833,Product-3833,4759,1979
SKU03834,Product-3834,8746,1044
SKU03835,Product-3835,9065,1840
SKU03836,Product-3836,1136,1814
SKU03837,Product-3837,9486,211
SKU03838,Product-3838,6022,1617
SKU03839,Product-3839,4407,456
SKU03840,Product-3840,1236,732
SKU03841,Product-3841,561,122
SKU03842,Product-3842,5584,516
SKU03843,Product-3843,9498,229
SKU03844,Product-3844,3786,510
SKU03845,Product-3845,7511,540
SKU03846,Product-3846,1738,1120
SKU03847,Product-3847,1902,510
SKU03848,Product-3848,7572,1856
SKU03849,Product-3849,5852,802
SKU03850,Product-3850,8999,1661
SKU03851,Product-3851,4372,956
SKU03852,Product-3852,2762,1151
SKU03853,Product-3853,7432,1019
SKU03854,Product-3854,174,931
SKU03855,Product-3855,1063,424
SKU03856,Product-3856,792,706
SKU03857,Product-3857,8680,1695
SKU03858,Product-3858,9490,1321
SKU03859,Product-3859,6800,425
SKU03860,Product-3860,4401,1878
SKU03861,Product-3861,1702,1529
SKU03862,Product-3862,1763,245
SKU03863,Product-3863,4652,640
SKU03864,Product-3864,8722,831
SKU03865,Product-3865,7199,105
SKU03866,Product-3866,6770,1818
SKU03867,Product-3867,8130,985
SKU03868,Product-3868,878,1014
SKU03869,Product-3869,4250,881
SKU03870,Product-3870,2399,729
SKU03871,Product-3871,9850,295
SKU03872,Product-3872,6910,1540
SKU03873,Product-3873,6896,863
SKU03874,Product-3874,9517,1094
SKU03875,Product-3875,7484,1096
SKU03876,Product-3876,6393,726
SKU03877,Product-3877,281,1186
SKU03878,Product-3878,6409,964
SKU03879,Product-3879,5282,317
SKU03880,Product-3880,9105,1796
SKU03881,Product-3881,1190,368
SKU03882,Product-3882,6832,1507
SKU03883,Product-3883,156,1670
SKU03884,Product-3884,5138,1577
SKU03885,Product-3885,7660,772
SKU03886,Product-3886,8027,1714
SKU03887,Product-3887,5369,1043
SKU03888,Product-3888,5203,1027
SKU03889,Product-3889,8956,152
SKU03890,Product-3890,2176,834
SKU03891,Product-3891,70,218
SKU03892,Product-3892,7327,1496
SKU03893,Product-3893,9199,1933
SKU03894,Product-3894,9437,431
SKU03895,Product-3895,3954,1196
SKU03896,Product-3896,736,1261
SKU03897,Product-3897,7733,1201
SKU03898,Product-3898,2511,1209
SKU03899,Product-3899,4607,714
SKU03900,Product-3900,7434,1060
SKU03901,Product-3901,1270,721
SKU03902,Product-3902,4908,676
SKU03903,Product-3903,9134,1609
SKU03904,Product-3904,4439,1854
SKU03905,Product-3905,7678,905
SKU03906,Product-3906,948,1277
SKU03907,Product-3907,4695,737
SKU03908,Product-3908,2877,1014
SKU03909,Product-3909,6795,797
SKU03910,Product-3910,2747,521
SKU03911,Product-3911,9479,1177
SKU03912,Product-3912,5775,645
SKU03913,Product-3913,4816,820
SKU03914,Product-3914,5753,1053
SKU03915,Product-3915,2210,519
SKU03916,Product-3916,2268,1088
SKU03917,Product-3917,9869,1057
SKU03918,Product-3918,5050,669
SKU03919,Product-3919,9078,1872
SKU03920,Product-3920,8264,455
SKU03921,Product-3921,486,1748
SKU03922,Product-3922,8285,1260
SKU03923,Product-3923,517,995
SKU03924,Product-3924,9354,1613
SKU03925,Product-3925,7542,192
SKU03926,Product-3926,6724,1598
SKU03927,Product-3927,2148,440
SKU03928,Product-3928,7406,1194
SKU03929,Product-3929,5828,1157
SKU03930,Product-3930,668,1127
SKU03931,Product-3931,9778,518
SKU03932,Product-3932,1897,1692
SKU03933,Product-3933,7058,1241
SKU03934,Product-3934,8029,116
SKU03935,Product-3935,7253,906
SKU03936,Product-3936,633,781
SKU03937,Product-3937,9691,1036
SKU03938,Product-3938,9323,1541
SKU03939,Product-3939,6170,1449
SKU03940,Product-3940,3424,1730
SKU03941,Product-3941,6681,1523
SKU03942,Product-3942,3197,1565
SKU03943,Product-3943,5624,333
SKU03944,Product-3944,1207,818
SKU03945,Product-3945,9674,478
SKU03946,Product-3946,4585,467
SKU03947,Product-3947,193,953
SKU03948,Product-3948,6951,1866
SKU03949,Product-3949,520,844
SKU03950,Product-3950,3915,1471
SKU03951,Product-3951,8897,1443
SKU03952,Product-3952,632,1635
SKU03953,Product-3953,492,790
SKU03954,Product-3954,9116,549
SKU03955,Product-3955,4890,596
SKU03956,Product-3956,8020,634
SKU03957,Product-3957,514,1781
SKU03958,Product-3958,578,1314
SKU03959,Product-3959,2985,1041
SKU03960,Product-3960,206,1810
SKU03961,Product-3961,4181,85
SKU03962,Product-3962,9971,500
SKU03963,Product-3963,5507,1725
SKU03964,Product-3964,2006,530
SKU03965,Product-3965,9446,1717
SKU03966,Product-3966,9620,464
SKU03967,Product-3967,4305,911
SKU03968,Product-3968,6998,1169
SKU03969,Product-3969,4019,571
SKU03970,Product-3970,9615,822
SKU03971,Product-3971,5218,1015
SKU03972,Product-3972,2402,1845
SKU03973,Product-3973,8393,1067
SKU03974,Product-3974,1740,824
SKU03975,Product-3975,2657,794
SKU03976,Product-3976,2390,165
SKU03977,Product-3977,9957,1393
SKU03978,Product-3978,8023,1328
SKU03979,Product-3979,597,517
SKU03980,Product-3980,6907,752
SKU03981,Product-3981,247,1975
SKU03982,Product-3982,1379,1586
SKU03983,Product-3983,3473,786
SKU03984,Product-3984,5091,470
SKU03985,Product-3985,7251,1907
SKU03986,Product-3986,6873,545
SKU03987,Product-3987,3744,766
SKU03988,Product-3988,1252,271
SKU03989,Product-3989,5722,1699
SKU03990,Product-3990,4040,663
SKU03991,Product-3991,1656,621
SKU03992,Product-3992,8143,1174
SKU03993,Product-3993,3143,273
SKU03994,Product-3994,3128,1389
SKU03995,Product-3995,3813,986
SKU03996,Product-3996,6493,95
SKU03997,Product-3997,8386,1894
SKU03998,Product-3998,9051,57
SKU03999,Product-3999,4721,880
SKU04000,Product-4000,1374,1888
SKU04001,Product-4001,1003,1235
SKU04002,Product-4002,9351,78
SKU04003,Product-4003,5301,1576
SKU04004,Product-4004,5257,1927
SKU04005,Product-4005,3540,1436
SKU04006,Product-4006,9596,1729
SKU04007,Product-4007,8197,1567
SKU04008,Product-4008,5580,908
SKU04009,Product-4009,9789,741
SKU04010,Product-4010,2923,715
SKU04011,Product-4011,9026,1210
SKU04012,Product-4012,7850,241
SKU04013,Product-4013,1993,1938
SKU04014,Product-4014,7701,519
SKU04015,Product-4015,9567,58
SKU04016,Product-4016,2827,143
SKU04017,Product-4017,210,1795
SKU04018,Product-4018,7243,292
SKU04019,Product-4019,3924,1671
SKU04020,Product-4020,5431,762
SKU04021,Product-4021,5938,674
SKU04022,Product-4022,4415,596
SKU04023,Product-4023,2580,660
SKU04024,Product-4024,4722,135
SKU04025,Product-4025,8411,1762
SKU04026,Product-4026,7430,1302
SKU04027,Product-4027,8797,1629
SKU04028,Product-4028,288,271
SKU04029,Product-4029,2561,1208
SKU04030,Product-4030,6717,790
SKU04031,Product-4031,4449,974
SKU04032,Product-4032,8849,1677
SKU04033,Product-4033,3582,1541
SKU04034,Product-4034,7327,540
SKU04035,Product-4035,3042,1049
SKU04036,Product-4036,9106,1551
SKU04037,Product-4037,88,876
SKU04038,Product-4038,7798,1538
SKU04039,Product-4039,7645,1296
SKU04040,Product-4040,3741,1082
SKU04041,Product-4041,9258,1831
SKU04042,Product-4042,2694,174
SKU04043,Product-4043,3869,1706
SKU04044,Product-4044,4528,712
SKU04045,Product-4045,1481,564
SKU04046,Product-4046,2948,530
SKU04047,Product-4047,5516,1889
SKU04048,Product-4048,4316,1016
SKU04049,Product-4049,6112,1194
SKU04050,Product-4050,560,450
SKU04051,Product-4051,710,210
SKU04052,Product-4052,8586,940
SKU04053,Product-4053,3398,1444
SKU04054,Product-4054,6373,1556
SKU04055,Product-4055,6398,1601
SKU04056,Product-4056,4614,1780
SKU04057,Product-4057,7073,60
SKU04058,Product-4058,1397,1131
SKU04059,Product-4059,8291,820
SKU04060,Product-4060,2537,1864
SKU04061,Product-4061,6597,936
SKU04062,Product-4062,3621,1220
SKU04063,Product-4063,2366,213
SKU04064,Product-4064,3478,396
SKU04065,Product-4065,3763,1973
SKU04066,Product-4066,8673,1016
SKU04067,Product-4067,470,214
SKU04068,Product-4068,213,869
SKU04069,Product-4069,3221,223
SKU04070,Product-4070,7446,456
SKU04071,Product-4071,7629,1210
SKU04072,Product-4072,4997,1095
SKU04073,Product-4073,6674,1593
SKU04074,Product-4074,4715,775
